Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
Guyana,1973,Female,47.76 [42.5-53.66]
Guyana,1972,Both sexes,54.9 [49.22-61.3]
Guyana,1972,Male,61.61 [55.02-69.07]
Guyana,1972,Female,47.86 [42.59-53.73]
Guyana,1971,Both sexes,55.05 [49.28-61.44]
Guyana,1971,Male,61.79 [55.15-69.26]
Guyana,1971,Female,47.94 [42.61-53.86]
Guyana,1970,Both sexes,55.23 [49.35-61.69]
Guyana,1970,Male,62.05 [55.17-69.6]
Guyana,1970,Female,48.02 [42.65-54.08]
Guyana,1969,Both sexes,55.49 [49.49-62.06]
Guyana,1969,Male,62.36 [55.37-70.04]
Guyana,1969,Female,48.25 [42.79-54.42]
Guyana,1968,Both sexes,55.86 [49.72-62.54]
Guyana,1968,Male,62.78 [55.74-70.64]
Guyana,1968,Female,48.58 [42.95-54.88]
Guyana,1967,Both sexes,56.4 [50.13-63.38]
Guyana,1967,Male,63.42 [56.16-71.46]
Guyana,1967,Female,48.98 [43.33-55.52]
Guyana,1966,Both sexes,57.12 [50.69-64.3]
Guyana,1966,Male,64.17 [56.71-72.57]
Guyana,1966,Female,49.64 [43.77-56.36]
Guyana,1965,Both sexes,58.03 [51.38-65.52]
Guyana,1965,Male,65.17 [57.62-73.89]
Guyana,1965,Female,50.47 [44.43-57.42]
Guyana,1964,Both sexes,59.21 [52.41-66.99]
Guyana,1964,Male,66.47 [58.57-75.46]
Guyana,1964,Female,51.51 [45.29-58.67]
Guyana,1963,Both sexes,60.63 [53.59-68.66]
Guyana,1963,Male,68.04 [59.88-77.29]
Guyana,1963,Female,52.8 [46.35-60.29]
Guyana,1962,Both sexes,62.39 [55.03-70.75]
Guyana,1962,Male,70.03 [61.46-79.56]
Guyana,1962,Female,54.39 [47.56-62.08]
Guyana,1961,Both sexes,64.52 [56.77-73.21]
Guyana,1961,Male,72.36 [63.38-82.33]
Guyana,1961,Female,56.25 [49.13-64.13]
Guyana,1960,Both sexes,67.03 [58.84-76.04]
Guyana,1960,Male,75.02 [65.64-85.39]
Guyana,1960,Female,58.5 [51.09-66.75]
Guyana,1959,Both sexes,69.78 [61.2-79.23]
Guyana,1959,Male,78.13 [68.3-89.04]
Guyana,1959,Female,61 [53.24-69.7]
Guyana,1958,Both sexes,72.98 [63.94-83.22]
Guyana,1958,Male,81.71 [71.26-93.11]
Guyana,1958,Female,63.86 [55.69-73.1]
Guyana,1957,Both sexes,76.52 [66.83-87.38]
Guyana,1957,Male,85.62 [74.45-97.91]
Guyana,1957,Female,67.03 [58.27-76.97]
Guyana,1956,Both sexes,80.31 [69.98-92.02]
Guyana,1956,Male,89.8 [77.86-103]
Guyana,1956,Female,70.44 [61.05-81.14]
Guyana,1955,Both sexes,84.32 [73.19-97.37]
Guyana,1955,Male,94.14 [81.3-108.6]
Guyana,1955,Female,74.06 [63.99-85.91]
Guyana,1954,Both sexes,88.57 [76.33-102.5]
Guyana,1954,Male,98.61 [84.66-114.5]
Guyana,1954,Female,77.94 [67.06-90.79]
Guyana,1953,Both sexes,92.8 [79.38-107.9]
Guyana,1953,Male,103.2 [87.84-120.5]
Guyana,1953,Female,81.82 [69.83-95.88]
Guyana,1952,Both sexes,97.16 [82.37-113.7]
Guyana,1952,Male,107.8 [91.06-126.7]
Guyana,1952,Female,85.77 [72.55-101.1]
Guyana,1951,Both sexes,101.4 [85.17-120]
Guyana,1951,Male,112.4 [94.01-133.4]
Guyana,1951,Female,89.73 [75.16-106.9]
Guyana,1950,Both sexes,105.7 [87.93-127]
Guyana,1950,Male,116.9 [96.61-140.9]
Guyana,1950,Female,93.88 [77.48-113.4]
Haiti,2019,Both sexes,48.22 [37.83-61.86]
Haiti,2019,Male,52.85 [41.47-67.93]
Haiti,2019,Female,43.23 [33.78-55.61]
Haiti,2018,Both sexes,49.42 [39.93-61.92]
Haiti,2018,Male,54.19 [43.88-67.87]
Haiti,2018,Female,44.35 [35.72-55.86]
Haiti,2017,Both sexes,50.68 [42.11-62.03]
Haiti,2017,Male,55.58 [46.11-68.14]
Haiti,2017,Female,45.5 [37.63-55.83]
Haiti,2016,Both sexes,51.91 [44.26-62.23]
Haiti,2016,Male,56.98 [48.42-68.38]
Haiti,2016,Female,46.62 [39.45-55.88]
Haiti,2015,Both sexes,53.21 [46.13-62.39]
Haiti,2015,Male,58.31 [50.4-68.71]
Haiti,2015,Female,47.74 [41.16-56.38]
Haiti,2014,Both sexes,54.35 [47.84-62.75]
Haiti,2014,Male,59.62 [52.26-68.96]
Haiti,2014,Female,48.85 [42.73-56.77]
Haiti,2013,Both sexes,55.49 [49.42-63.18]
Haiti,2013,Male,60.85 [53.91-69.44]
Haiti,2013,Female,49.93 [44.11-57.14]
Haiti,2012,Both sexes,56.65 [50.93-63.6]
Haiti,2012,Male,62.08 [55.57-69.9]
Haiti,2012,Female,50.96 [45.51-57.69]
Haiti,2011,Both sexes,57.81 [52.46-64.2]
Haiti,2011,Male,63.31 [57.17-70.53]
Haiti,2011,Female,52.03 [46.88-58.14]
Haiti,2010,Both sexes,85.41 [78.04-93.99]
Haiti,2010,Male,91.03 [82.75-100.4]
Haiti,2010,Female,79.51 [72.07-88.04]
Haiti,2009,Both sexes,60.17 [55.3-65.71]
Haiti,2009,Male,65.85 [60.24-72.16]
Haiti,2009,Female,54.15 [49.4-59.49]
Haiti,2008,Both sexes,61.37 [56.6-66.61]
Haiti,2008,Male,67.16 [61.73-73.29]
Haiti,2008,Female,55.25 [50.64-60.39]
Haiti,2007,Both sexes,62.63 [57.97-67.67]
Haiti,2007,Male,68.49 [63.15-74.39]
Haiti,2007,Female,56.39 [51.82-61.35]
Haiti,2006,Both sexes,63.94 [59.19-68.79]
Haiti,2006,Male,69.94 [64.53-75.68]
Haiti,2006,Female,57.55 [52.88-62.35]
Haiti,2005,Both sexes,65.31 [60.48-70.17]
Haiti,2005,Male,71.41 [65.96-77.23]
Haiti,2005,Female,58.81 [54.08-63.65]
Haiti,2004,Both sexes,66.76 [61.87-71.72]
Haiti,2004,Male,72.98 [67.4-78.88]
Haiti,2004,Female,60.19 [55.34-65.01]
Haiti,2003,Both sexes,68.37 [63.34-73.4]
Haiti,2003,Male,74.73 [69.02-80.66]
Haiti,2003,Female,61.66 [56.7-66.55]
Haiti,2002,Both sexes,70.16 [65.01-75.28]
Haiti,2002,Male,76.66 [70.81-82.66]
Haiti,2002,Female,63.3 [58.32-68.3]
Haiti,2001,Both sexes,72.16 [66.94-77.32]
Haiti,2001,Male,78.77 [72.83-84.75]
Haiti,2001,Female,65.22 [60.14-70.3]
Haiti,2000,Both sexes,74.34 [69.12-79.53]
Haiti,2000,Male,81.03 [75.06-86.96]
Haiti,2000,Female,67.3 [62.2-72.46]
Haiti,1999,Both sexes,76.7 [71.54-81.86]
Haiti,1999,Male,83.47 [77.63-89.38]
Haiti,1999,Female,69.55 [64.44-74.7]
Haiti,1998,Both sexes,79.16 [74.05-84.38]
Haiti,1998,Male,86.07 [80.28-92.13]
Haiti,1998,Female,71.86 [66.86-77.15]
Haiti,1997,Both sexes,81.74 [76.55-87.09]
Haiti,1997,Male,88.75 [82.92-94.87]
Haiti,1997,Female,74.33 [69.22-79.72]
Haiti,1996,Both sexes,84.38 [79.14-89.89]
Haiti,1996,Male,91.63 [85.73-97.82]
Haiti,1996,Female,76.75 [71.62-82.24]
Haiti,1995,Both sexes,87.08 [81.71-92.68]
Haiti,1995,Male,94.51 [88.42-101]
Haiti,1995,Female,79.24 [74.01-84.96]
Haiti,1994,Both sexes,89.8 [84.29-95.53]
Haiti,1994,Male,97.4 [91.13-104]
Haiti,1994,Female,81.76 [76.35-87.65]
Haiti,1993,Both sexes,92.45 [86.93-98.3]
Haiti,1993,Male,100.3 [93.87-107]
Haiti,1993,Female,84.16 [78.68-90.21]
Haiti,1992,Both sexes,95.04 [89.42-101.1]
Haiti,1992,Male,103.1 [96.55-110]
Haiti,1992,Female,86.59 [80.96-92.76]
Haiti,1991,Both sexes,97.63 [91.87-103.8]
Haiti,1991,Male,105.8 [99.11-112.8]
Haiti,1991,Female,89.03 [83.34-95.31]
Haiti,1990,Both sexes,100.2 [94.23-106.5]
Haiti,1990,Male,108.5 [101.6-115.6]
Haiti,1990,Female,91.46 [85.61-97.71]
Haiti,1989,Both sexes,102.7 [96.6-109.1]
Haiti,1989,Male,111.1 [104.1-118.3]
Haiti,1989,Female,93.86 [87.89-100.3]
Haiti,1988,Both sexes,105.2 [98.92-111.7]
Haiti,1988,Male,113.8 [106.5-121.2]
Haiti,1988,Female,96.21 [90.02-102.8]
Haiti,1987,Both sexes,107.8 [101.3-114.4]
Haiti,1987,Male,116.5 [108.9-124.1]
Haiti,1987,Female,98.59 [92.16-105.4]
Haiti,1986,Both sexes,110.4 [103.7-117.3]
Haiti,1986,Male,119.3 [111.5-127.2]
Haiti,1986,Female,101 [94.44-108]
Haiti,1985,Both sexes,113 [106.2-120.3]
Haiti,1985,Male,122 [114-130.4]
Haiti,1985,Female,103.6 [96.79-110.9]
Haiti,1984,Both sexes,115.7 [108.6-123.4]
Haiti,1984,Male,124.9 [116.7-133.7]
Haiti,1984,Female,106.2 [99.22-113.9]
Haiti,1983,Both sexes,118.6 [111.3-126.7]
Haiti,1983,Male,127.8 [119.4-137.1]
Haiti,1983,Female,108.9 [101.6-116.9]
Haiti,1982,Both sexes,121.5 [113.9-130]
Haiti,1982,Male,130.8 [122.1-140.4]
Haiti,1982,Female,111.7 [104.1-120]
Haiti,1981,Both sexes,124.5 [116.5-133.3]
Haiti,1981,Male,134 [124.9-143.9]
Haiti,1981,Female,114.5 [106.6-123.2]
Haiti,1980,Both sexes,127.6 [119.1-136.6]
Haiti,1980,Male,137.2 [127.6-147.6]
Haiti,1980,Female,117.4 [109.1-126.2]
Haiti,1979,Both sexes,130.7 [121.9-140]
Haiti,1979,Male,140.6 [130.5-151.3]
Haiti,1979,Female,120.4 [111.7-129.5]
Haiti,1978,Both sexes,133.9 [124.8-143.3]
Haiti,1978,Male,143.9 [133.6-155]
Haiti,1978,Female,123.4 [114.3-132.8]
Haiti,1977,Both sexes,137.1 [127.8-146.9]
Haiti,1977,Male,147.3 [136.8-158.6]
Haiti,1977,Female,126.4 [117.1-136]
Haiti,1976,Both sexes,140.4 [130.9-150.6]
Haiti,1976,Male,150.7 [140-162.5]
Haiti,1976,Female,129.6 [120-139.5]
Haiti,1975,Both sexes,143.8 [134.1-154.6]
Haiti,1975,Male,154.4 [143.3-166.8]
Haiti,1975,Female,132.7 [122.8-143]
Haiti,1974,Both sexes,147.2 [137-158.6]
Haiti,1974,Male,158.1 [146.5-171]
Haiti,1974,Female,135.7 [125.6-146.9]
Haiti,1973,Both sexes,150.6 [139.9-162.7]
Haiti,1973,Male,161.8 [149.5-175.5]
Haiti,1973,Female,138.9 [128.4-150.7]
Haiti,1972,Both sexes,154.1 [142.7-166.9]
Haiti,1972,Male,165.5 [152.7-180.1]
Haiti,1972,Female,142.2 [131-154.5]
Haiti,1971,Both sexes,157.4 [145.5-171.1]
Haiti,1971,Male,169 [155.6-184.4]
Haiti,1971,Female,145.3 [133.2-158.3]
Haiti,1970,Both sexes,160.7 [148-175]
Haiti,1970,Male,172.5 [158.4-188.7]
Haiti,1970,Female,148.2 [135.7-162.2]
Haiti,1969,Both sexes,163.9 [150.5-178.9]
Haiti,1969,Male,175.9 [161.1-192.8]
Haiti,1969,Female,151.2 [138.1-165.8]
Haiti,1968,Both sexes,167.1 [152.9-182.9]
Haiti,1968,Male,179.3 [163.7-197.3]
Haiti,1968,Female,154.1 [140.3-169.3]
Haiti,1967,Both sexes,170.2 [155.3-187]
Haiti,1967,Male,182.8 [166.2-201.5]
Haiti,1967,Female,157 [142.4-173]
Haiti,1966,Both sexes,173.3 [157.5-190.9]
Haiti,1966,Male,186 [168.5-205.8]
Haiti,1966,Female,159.9 [144.4-177.1]
Haiti,1965,Both sexes,176.2 [159.5-195.1]
Haiti,1965,Male,189.1 [170.7-210]
Haiti,1965,Female,162.6 [146.3-181]
Haiti,1964,Both sexes,179 [161.4-199.3]
Haiti,1964,Male,192.1 [172.6-214.5]
Haiti,1964,Female,165.2 [148-184.6]
Haiti,1963,Both sexes,181.9 [162.9-203.6]
Haiti,1963,Male,195 [174.4-219.2]
Haiti,1963,Female,167.9 [149.5-188.5]
Haiti,1962,Both sexes,184.7 [164.4-207.9]
Haiti,1962,Male,197.9 [176-223.9]
Haiti,1962,Female,170.6 [151-192.9]
Haiti,1961,Both sexes,187.7 [165.9-212.7]
Haiti,1961,Male,201.1 [177.4-228.8]
Haiti,1961,Female,173.1 [152.2-197.4]
Haiti,1960,Both sexes,190.6 [167.2-217.7]
Haiti,1960,Male,204.4 [179-234.5]
Haiti,1960,Female,176 [153.4-202]
Haiti,1959,Both sexes,193.7 [168.6-223.4]
Haiti,1959,Male,207.8 [180.2-240.1]
Haiti,1959,Female,178.9 [154.7-207.3]
Haiti,1958,Both sexes,196.9 [169.3-229.8]
Haiti,1958,Male,211.2 [181.4-246.8]
Haiti,1958,Female,182 [155.6-213.2]
Haiti,1957,Both sexes,200.3 [169.8-236.5]
Haiti,1957,Male,214.7 [181.7-254]
Haiti,1957,Female,185 [156.6-219.2]
Haiti,1956,Both sexes,203.7 [170-243.4]
Haiti,1956,Male,218.3 [182.2-261.6]
Haiti,1956,Female,188.1 [156.6-226.1]
Honduras,2019,Both sexes,14.45 [9.58-21.27]
Honduras,2019,Male,16.01 [10.64-23.66]
Honduras,2019,Female,12.76 [8.43-18.81]
Honduras,2018,Both sexes,14.93 [10.28-21.24]
Honduras,2018,Male,16.58 [11.41-23.66]
Honduras,2018,Female,13.17 [9.02-18.79]
Honduras,2017,Both sexes,15.4 [11.01-21.23]
Honduras,2017,Male,17.13 [12.26-23.64]
Honduras,2017,Female,13.61 [9.67-18.77]
Honduras,2016,Both sexes,15.95 [11.79-21.21]
Honduras,2016,Male,17.72 [13.12-23.64]
Honduras,2016,Female,14.09 [10.41-18.74]
Honduras,2015,Both sexes,16.49 [12.66-21.2]
Honduras,2015,Male,18.31 [14.05-23.62]
Honduras,2015,Female,14.57 [11.13-18.77]
Honduras,2014,Both sexes,17.09 [13.57-21.21]
Honduras,2014,Male,18.98 [15.06-23.64]
Honduras,2014,Female,15.09 [11.92-18.82]
Honduras,2013,Both sexes,17.69 [14.51-21.33]
Honduras,2013,Male,19.65 [16.1-23.79]
Honduras,2013,Female,15.61 [12.73-18.88]
Honduras,2012,Both sexes,18.35 [15.45-21.59]
Honduras,2012,Male,20.38 [17.12-24.11]
Honduras,2012,Female,16.17 [13.57-19.19]
Honduras,2011,Both sexes,19.06 [16.38-22.04]
Honduras,2011,Male,21.17 [18.11-24.55]
Honduras,2011,Female,16.81 [14.4-19.55]
Honduras,2010,Both sexes,19.81 [17.3-22.61]
Honduras,2010,Male,22.01 [19.09-25.19]
Honduras,2010,Female,17.47 [15.18-20.09]
Honduras,2009,Both sexes,20.62 [18.2-23.32]
Honduras,2009,Male,22.91 [20.13-25.97]
Honduras,2009,Female,18.21 [15.98-20.71]
Honduras,2008,Both sexes,21.5 [19.17-24.13]
Honduras,2008,Male,23.87 [21.19-26.89]
Honduras,2008,Female,19 [16.82-21.44]
Honduras,2007,Both sexes,22.41 [20.16-24.96]
Honduras,2007,Male,24.88 [22.26-27.85]
Honduras,2007,Female,19.82 [17.69-22.19]
Honduras,2006,Both sexes,23.37 [21.18-25.86]
Honduras,2006,Male,25.94 [23.38-28.88]
Honduras,2006,Female,20.68 [18.59-23.03]
Honduras,2005,Both sexes,24.4 [22.22-26.85]
Honduras,2005,Male,27.09 [24.5-29.96]
Honduras,2005,Female,21.6 [19.51-23.94]
Honduras,2004,Both sexes,25.49 [23.28-27.92]
Honduras,2004,Male,28.24 [25.65-31.09]
Honduras,2004,Female,22.58 [20.47-24.92]
Honduras,2003,Both sexes,26.61 [24.38-29.07]
Honduras,2003,Male,29.48 [26.88-32.35]
Honduras,2003,Female,23.6 [21.48-25.93]
Honduras,2002,Both sexes,27.79 [25.57-30.29]
Honduras,2002,Male,30.8 [28.17-33.66]
Honduras,2002,Female,24.65 [22.48-27.02]
Honduras,2001,Both sexes,29.02 [26.75-31.55]
Honduras,2001,Male,32.13 [29.47-35.04]
Honduras,2001,Female,25.76 [23.54-28.17]
Honduras,2000,Both sexes,30.27 [27.94-32.82]
Honduras,2000,Male,33.48 [30.78-36.49]
Honduras,2000,Female,26.88 [24.63-29.33]
Honduras,1999,Both sexes,31.53 [29.17-34.12]
Honduras,1999,Male,34.83 [32.07-37.93]
Honduras,1999,Female,28.03 [25.72-30.57]
Honduras,1998,Both sexes,36.19 [33.52-39.11]
Honduras,1998,Male,39.6 [36.53-43.09]
Honduras,1998,Female,32.57 [29.93-35.48]
Honduras,1997,Both sexes,34.12 [31.63-36.8]
Honduras,1997,Male,37.66 [34.79-40.91]
Honduras,1997,Female,30.39 [27.94-33.02]
Honduras,1996,Both sexes,35.48 [32.92-38.19]
Honduras,1996,Male,39.13 [36.16-42.43]
Honduras,1996,Female,31.61 [29.11-34.32]
Honduras,1995,Both sexes,36.87 [34.23-39.67]
Honduras,1995,Male,40.69 [37.58-44.04]
Honduras,1995,Female,32.83 [30.25-35.61]
Honduras,1994,Both sexes,38.32 [35.61-41.19]
Honduras,1994,Male,42.3 [39.12-45.76]
Honduras,1994,Female,34.13 [31.44-36.98]
Honduras,1993,Both sexes,39.86 [37.04-42.8]
Honduras,1993,Male,43.97 [40.7-47.53]
Honduras,1993,Female,35.5 [32.75-38.38]
Honduras,1992,Both sexes,41.47 [38.6-44.51]
Honduras,1992,Male,45.72 [42.36-49.41]
Honduras,1992,Female,36.95 [34.13-39.97]
Honduras,1991,Both sexes,43.17 [40.24-46.3]
Honduras,1991,Male,47.64 [44.15-51.39]
Honduras,1991,Female,38.46 [35.53-41.55]
Honduras,1990,Both sexes,44.99 [41.93-48.21]
Honduras,1990,Male,49.63 [45.97-53.49]
Honduras,1990,Female,40.11 [37.09-43.32]
Honduras,1989,Both sexes,46.91 [43.76-50.2]
Honduras,1989,Male,51.73 [47.99-55.7]
Honduras,1989,Female,41.83 [38.72-45.13]
Honduras,1988,Both sexes,48.92 [45.67-52.36]
Honduras,1988,Male,53.95 [50.11-58.08]
Honduras,1988,Female,43.65 [40.4-47.01]
Honduras,1987,Both sexes,51.02 [47.7-54.56]
Honduras,1987,Male,56.26 [52.29-60.53]
Honduras,1987,Female,45.55 [42.2-49.08]
Honduras,1986,Both sexes,53.22 [49.8-56.88]
Honduras,1986,Male,58.67 [54.55-63.15]
Honduras,1986,Female,47.51 [44.08-51.2]
Honduras,1985,Both sexes,55.5 [51.93-59.38]
Honduras,1985,Male,61.14 [56.91-65.88]
Honduras,1985,Female,49.58 [45.98-53.49]
Honduras,1984,Both sexes,57.91 [54.17-62.09]
Honduras,1984,Male,63.79 [59.37-68.85]
Honduras,1984,Female,51.74 [47.98-55.88]
Honduras,1983,Both sexes,60.42 [56.51-64.86]
Honduras,1983,Male,66.58 [61.87-71.91]
Honduras,1983,Female,54 [50.04-58.36]
Honduras,1982,Both sexes,63.06 [58.92-67.79]
Honduras,1982,Male,69.47 [64.52-75.08]
Honduras,1982,Female,56.35 [52.14-61.06]
Honduras,1981,Both sexes,65.79 [61.4-70.88]
Honduras,1981,Male,72.43 [67.21-78.43]
Honduras,1981,Female,58.85 [54.43-63.75]
Honduras,1980,Both sexes,68.62 [63.96-74.11]
Honduras,1980,Male,75.5 [70.03-81.89]
Honduras,1980,Female,61.4 [56.8-66.66]
Honduras,1979,Both sexes,71.51 [66.66-77.42]
Honduras,1979,Male,78.7 [72.93-85.65]
Honduras,1979,Female,64.01 [59.15-69.75]
Honduras,1978,Both sexes,74.5 [69.33-80.8]
Honduras,1978,Male,81.98 [75.91-89.33]
Honduras,1978,Female,66.72 [61.52-72.81]
Honduras,1977,Both sexes,77.57 [72.16-84.34]
Honduras,1977,Male,85.32 [78.93-93.09]
Honduras,1977,Female,69.55 [64.07-76.03]
Honduras,1976,Both sexes,80.7 [75.05-87.83]
Honduras,1976,Male,88.72 [82.01-96.86]
Honduras,1976,Female,72.38 [66.68-79.3]
Honduras,1975,Both sexes,83.9 [78.07-91.37]
Honduras,1975,Male,92.22 [85.18-100.8]
Honduras,1975,Female,75.33 [69.42-82.63]
Honduras,1974,Both sexes,87.19 [81.06-94.96]
Honduras,1974,Male,95.71 [88.48-104.8]
Honduras,1974,Female,78.31 [72.19-85.99]
Honduras,1973,Both sexes,90.56 [84.15-98.61]
Honduras,1973,Male,99.28 [91.86-108.8]
Honduras,1973,Female,81.46 [75.06-89.42]
Honduras,1972,Both sexes,93.96 [87.37-102.2]
Honduras,1972,Male,102.9 [95.26-112.6]
Honduras,1972,Female,84.57 [78.01-92.81]
Honduras,1971,Both sexes,97.44 [90.73-105.8]
Honduras,1971,Male,106.7 [98.76-116.4]
Honduras,1971,Female,87.76 [81.01-96.03]
Honduras,1970,Both sexes,100.9 [94.07-109.4]
Honduras,1970,Male,110.4 [102.4-120.2]
Honduras,1970,Female,91.12 [84.14-99.58]
Honduras,1969,Both sexes,104.5 [97.49-113.1]
Honduras,1969,Male,114.2 [105.8-124.1]
Honduras,1969,Female,94.46 [87.35-103]
Honduras,1968,Both sexes,108.1 [100.9-116.7]
Honduras,1968,Male,117.9 [109.4-127.8]
Honduras,1968,Female,97.82 [90.56-106.5]
Honduras,1967,Both sexes,111.7 [104.3-120.5]
Honduras,1967,Male,121.7 [112.9-131.6]
Honduras,1967,Female,101.3 [93.65-110.2]
Honduras,1966,Both sexes,115.4 [107.7-124.3]
Honduras,1966,Male,125.6 [116.3-136]
Honduras,1966,Female,104.7 [96.79-114]
Honduras,1965,Both sexes,119.1 [111-128.6]
Honduras,1965,Male,129.4 [119.7-140.4]
Honduras,1965,Female,108.2 [99.84-118]
Honduras,1964,Both sexes,122.9 [114-133.1]
Honduras,1964,Male,133.4 [123-145.2]
Honduras,1964,Female,112 [102.9-122.2]
Honduras,1963,Both sexes,126.9 [117.2-137.8]
Honduras,1963,Male,137.6 [126.1-150.2]
Honduras,1963,Female,115.6 [105.8-126.8]
Honduras,1962,Both sexes,131 [119.9-143]
Honduras,1962,Male,141.9 [129.2-155.9]
Honduras,1962,Female,119.4 [108.5-131.6]
Honduras,1961,Both sexes,135.1 [122.5-148.8]
Honduras,1961,Male,146.4 [132-162]
Honduras,1961,Female,123.4 [111-136.8]
Honduras,1960,Both sexes,139.5 [125-155.2]
Honduras,1960,Male,151 [134.5-168.7]
Honduras,1960,Female,127.5 [113.4-143]
Honduras,1959,Both sexes,144 [127.1-162.5]
Honduras,1959,Male,155.7 [136.7-176.2]
Honduras,1959,Female,131.6 [115.7-149.5]
Honduras,1958,Both sexes,148.7 [128.8-170.3]
Honduras,1958,Male,160.7 [138.6-184.6]
Honduras,1958,Female,136 [117.3-156.4]
Honduras,1957,Both sexes,153.7 [130.1-178.5]
Honduras,1957,Male,166.1 [140-193.4]
Honduras,1957,Female,140.7 [118.8-164.4]
Honduras,1956,Both sexes,159.2 [131.7-187.4]
Honduras,1956,Male,171.8 [141.3-203]
Honduras,1956,Female,145.6 [120.1-173]
Hungary,2019,Both sexes,3.03 [2.66-3.44]
Hungary,2019,Male,3.26 [2.86-3.72]
Hungary,2019,Female,2.79 [2.45-3.18]
Hungary,2018,Both sexes,3.31 [3.08-3.56]
Hungary,2018,Male,3.56 [3.3-3.84]
Hungary,2018,Female,3.05 [2.82-3.29]
Hungary,2017,Both sexes,3.62 [3.46-3.8]
Hungary,2017,Male,3.89 [3.7-4.1]
Hungary,2017,Female,3.34 [3.16-3.52]
Hungary,2016,Both sexes,3.96 [3.79-4.13]
Hungary,2016,Male,4.25 [4.06-4.46]
Hungary,2016,Female,3.64 [3.47-3.83]
Hungary,2015,Both sexes,4.27 [4.1-4.45]
Hungary,2015,Male,4.6 [4.39-4.81]
Hungary,2015,Female,3.94 [3.75-4.13]
Hungary,2014,Both sexes,4.53 [4.35-4.73]
Hungary,2014,Male,4.88 [4.66-5.1]
Hungary,2014,Female,4.18 [3.98-4.38]
Hungary,2013,Both sexes,4.71 [4.54-4.89]
Hungary,2013,Male,5.07 [4.87-5.29]
Hungary,2013,Female,4.33 [4.14-4.53]
Hungary,2012,Both sexes,4.83 [4.64-5.03]
Hungary,2012,Male,5.19 [4.97-5.42]
Hungary,2012,Female,4.45 [4.24-4.66]
Hungary,2011,Both sexes,4.93 [4.74-5.12]
Hungary,2011,Male,5.3 [5.08-5.52]
Hungary,2011,Female,4.54 [4.34-4.74]
Hungary,2010,Both sexes,5.05 [4.86-5.24]
Hungary,2010,Male,5.43 [5.21-5.65]
Hungary,2010,Female,4.66 [4.46-4.86]
Hungary,2009,Both sexes,5.24 [5.04-5.44]
Hungary,2009,Male,5.63 [5.4-5.86]
Hungary,2009,Female,4.83 [4.62-5.04]
Hungary,2008,Both sexes,5.5 [5.32-5.69]
Hungary,2008,Male,5.94 [5.72-6.17]
Hungary,2008,Female,5.04 [4.84-5.23]
Hungary,2007,Both sexes,5.8 [5.6-6.01]
Hungary,2007,Male,6.27 [6.02-6.52]
Hungary,2007,Female,5.32 [5.1-5.53]
Hungary,2006,Both sexes,6.1 [5.9-6.31]
Hungary,2006,Male,6.6 [6.36-6.84]
Hungary,2006,Female,5.58 [5.37-5.8]
Hungary,2005,Both sexes,6.4 [6.2-6.61]
Hungary,2005,Male,6.92 [6.68-7.18]
Hungary,2005,Female,5.85 [5.64-6.08]
Hungary,2004,Both sexes,6.74 [6.52-6.98]
Hungary,2004,Male,7.32 [7.05-7.6]
Hungary,2004,Female,6.13 [5.9-6.38]
Hungary,2003,Both sexes,7.15 [6.93-7.38]
Hungary,2003,Male,7.76 [7.5-8.03]
Hungary,2003,Female,6.51 [6.28-6.75]
Hungary,2002,Both sexes,7.63 [7.38-7.88]
Hungary,2002,Male,8.29 [8-8.59]
Hungary,2002,Female,6.92 [6.67-7.18]
Hungary,2001,Both sexes,8.15 [7.91-8.4]
Hungary,2001,Male,8.87 [8.57-9.17]
Hungary,2001,Female,7.39 [7.14-7.66]
Hungary,2000,Both sexes,8.69 [8.44-8.94]
Hungary,2000,Male,9.48 [9.18-9.79]
Hungary,2000,Female,7.85 [7.59-8.11]
Hungary,1999,Both sexes,9.17 [8.9-9.45]
Hungary,1999,Male,10.03 [9.7-10.37]
Hungary,1999,Female,8.27 [7.99-8.56]
Hungary,1998,Both sexes,9.57 [9.32-9.83]
Hungary,1998,Male,10.5 [10.19-10.82]
Hungary,1998,Female,8.6 [8.33-8.88]
Hungary,1997,Both sexes,9.93 [9.65-10.23]
Hungary,1997,Male,10.9 [10.57-11.25]
Hungary,1997,Female,8.91 [8.62-9.22]
Hungary,1996,Both sexes,10.3 [10.03-10.58]
Hungary,1996,Male,11.31 [10.98-11.64]
Hungary,1996,Female,9.24 [8.96-9.54]
Hungary,1995,Both sexes,10.79 [10.52-11.07]
Hungary,1995,Male,11.88 [11.55-12.22]
Hungary,1995,Female,9.64 [9.36-9.95]
Hungary,1994,Both sexes,11.58 [11.27-11.88]
Hungary,1994,Male,12.77 [12.41-13.13]
Hungary,1994,Female,10.32 [10.01-10.64]
Hungary,1993,Both sexes,12.69 [12.41-12.99]
Hungary,1993,Male,14.02 [13.67-14.38]
Hungary,1993,Female,11.3 [10.99-11.62]
Hungary,1992,Both sexes,13.85 [13.51-14.21]
Hungary,1992,Male,15.31 [14.9-15.76]
Hungary,1992,Female,12.32 [11.95-12.69]
Hungary,1991,Both sexes,14.67 [14.33-15.01]
Hungary,1991,Male,16.23 [15.82-16.67]
Hungary,1991,Female,13.02 [12.66-13.39]
Hungary,1990,Both sexes,15.16 [14.81-15.51]
