Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Jamaica,2015,Male,17.45 [11.53-27.15]
Jamaica,2015,Female,13.7 [9.04-21.46]
Jamaica,2014,Both sexes,16.15 [11.03-24.18]
Jamaica,2014,Male,18.04 [12.32-27.08]
Jamaica,2014,Female,14.14 [9.62-21.31]
Jamaica,2013,Both sexes,16.66 [11.76-24.19]
Jamaica,2013,Male,18.59 [13.14-27.07]
Jamaica,2013,Female,14.59 [10.25-21.25]
Jamaica,2012,Both sexes,17.16 [12.52-24.07]
Jamaica,2012,Male,19.16 [13.94-26.94]
Jamaica,2012,Female,15.01 [10.89-21.15]
Jamaica,2011,Both sexes,17.65 [13.19-24.06]
Jamaica,2011,Male,19.75 [14.77-26.92]
Jamaica,2011,Female,15.45 [11.53-21.13]
Jamaica,2010,Both sexes,18.12 [13.94-24.04]
Jamaica,2010,Male,20.28 [15.56-26.97]
Jamaica,2010,Female,15.85 [12.17-21.08]
Jamaica,2009,Both sexes,18.55 [14.62-23.98]
Jamaica,2009,Male,20.79 [16.31-26.84]
Jamaica,2009,Female,16.23 [12.75-21.07]
Jamaica,2008,Both sexes,18.97 [15.2-23.94]
Jamaica,2008,Male,21.26 [16.99-26.79]
Jamaica,2008,Female,16.58 [13.24-21.09]
Jamaica,2007,Both sexes,19.3 [15.7-23.86]
Jamaica,2007,Male,21.62 [17.56-26.72]
Jamaica,2007,Female,16.88 [13.68-20.99]
Jamaica,2006,Both sexes,19.57 [16.17-23.77]
Jamaica,2006,Male,21.91 [18.07-26.68]
Jamaica,2006,Female,17.11 [14.06-20.92]
Jamaica,2005,Both sexes,19.84 [16.6-23.76]
Jamaica,2005,Male,22.23 [18.58-26.71]
Jamaica,2005,Female,17.34 [14.42-20.89]
Jamaica,2004,Both sexes,20.12 [17-23.92]
Jamaica,2004,Male,22.56 [19.02-26.79]
Jamaica,2004,Female,17.58 [14.77-20.96]
Jamaica,2003,Both sexes,20.48 [17.43-24.1]
Jamaica,2003,Male,22.95 [19.48-27.08]
Jamaica,2003,Female,17.88 [15.14-21.17]
Jamaica,2002,Both sexes,20.9 [17.89-24.43]
Jamaica,2002,Male,23.42 [19.99-27.45]
Jamaica,2002,Female,18.25 [15.55-21.48]
Jamaica,2001,Both sexes,21.42 [18.4-24.91]
Jamaica,2001,Male,23.97 [20.58-27.99]
Jamaica,2001,Female,18.71 [16-21.89]
Jamaica,2000,Both sexes,22 [18.98-25.5]
Jamaica,2000,Male,24.63 [21.22-28.66]
Jamaica,2000,Female,19.24 [16.52-22.41]
Jamaica,1999,Both sexes,22.66 [19.62-26.22]
Jamaica,1999,Male,25.4 [21.91-29.48]
Jamaica,1999,Female,19.81 [17.07-23.01]
Jamaica,1998,Both sexes,23.39 [20.32-27.04]
Jamaica,1998,Male,26.19 [22.65-30.33]
Jamaica,1998,Female,20.45 [17.67-23.75]
Jamaica,1997,Both sexes,24.17 [21.01-27.98]
Jamaica,1997,Male,27.05 [23.42-31.36]
Jamaica,1997,Female,21.14 [18.27-24.55]
Jamaica,1996,Both sexes,24.98 [21.71-28.93]
Jamaica,1996,Male,27.95 [24.2-32.43]
Jamaica,1996,Female,21.86 [18.89-25.42]
Jamaica,1995,Both sexes,25.82 [22.47-29.93]
Jamaica,1995,Male,28.88 [25-33.56]
Jamaica,1995,Female,22.61 [19.52-26.32]
Jamaica,1994,Both sexes,26.7 [23.18-30.97]
Jamaica,1994,Male,29.85 [25.84-34.78]
Jamaica,1994,Female,23.39 [20.14-27.25]
Jamaica,1993,Both sexes,27.59 [23.88-32.09]
Jamaica,1993,Male,30.81 [26.6-35.97]
Jamaica,1993,Female,24.19 [20.8-28.28]
Jamaica,1992,Both sexes,28.47 [24.57-33.33]
Jamaica,1992,Male,31.79 [27.36-37.35]
Jamaica,1992,Female,25 [21.39-29.38]
Jamaica,1991,Both sexes,29.39 [25.23-34.56]
Jamaica,1991,Male,32.79 [28.1-38.82]
Jamaica,1991,Female,25.81 [22.02-30.48]
Jamaica,1990,Both sexes,30.31 [25.93-35.87]
Jamaica,1990,Male,33.78 [28.87-40.28]
Jamaica,1990,Female,26.62 [22.67-31.7]
Jamaica,1989,Both sexes,31.26 [26.65-37.17]
Jamaica,1989,Male,34.78 [29.59-41.7]
Jamaica,1989,Female,27.48 [23.32-32.81]
Jamaica,1988,Both sexes,32.21 [27.36-38.43]
Jamaica,1988,Male,35.76 [30.32-42.98]
Jamaica,1988,Female,28.4 [24.03-34]
Jamaica,1987,Both sexes,33.17 [28.09-39.63]
Jamaica,1987,Male,36.86 [31.12-44.28]
Jamaica,1987,Female,29.27 [24.64-35.12]
Jamaica,1986,Both sexes,34.14 [28.81-40.91]
Jamaica,1986,Male,37.93 [31.95-45.73]
Jamaica,1986,Female,30.17 [25.32-36.16]
Jamaica,1985,Both sexes,35.16 [29.57-42.15]
Jamaica,1985,Male,39.01 [32.81-46.94]
Jamaica,1985,Female,31.07 [26.05-37.18]
Jamaica,1984,Both sexes,36.17 [30.41-43.22]
Jamaica,1984,Male,40.07 [33.64-48.04]
Jamaica,1984,Female,32.06 [26.79-38.4]
Jamaica,1983,Both sexes,37.23 [31.28-44.37]
Jamaica,1983,Male,41.25 [34.59-49.31]
Jamaica,1983,Female,33.01 [27.52-39.59]
Jamaica,1982,Both sexes,38.33 [32.24-45.57]
Jamaica,1982,Male,42.48 [35.62-50.51]
Jamaica,1982,Female,34 [28.41-40.62]
Jamaica,1981,Both sexes,39.47 [33.18-46.71]
Jamaica,1981,Male,43.62 [36.57-51.77]
Jamaica,1981,Female,35.12 [29.4-41.76]
Jamaica,1980,Both sexes,40.63 [34.27-47.93]
Jamaica,1980,Male,44.85 [37.78-53.02]
Jamaica,1980,Female,36.17 [30.38-42.88]
Jamaica,1979,Both sexes,41.9 [35.4-49]
Jamaica,1979,Male,46.19 [39.05-54.26]
Jamaica,1979,Female,37.33 [31.42-43.92]
Jamaica,1978,Both sexes,43.15 [36.64-50.15]
Jamaica,1978,Male,47.53 [40.37-55.34]
Jamaica,1978,Female,38.56 [32.59-44.99]
Jamaica,1977,Both sexes,44.54 [37.98-51.46]
Jamaica,1977,Male,48.99 [41.77-56.73]
Jamaica,1977,Female,39.81 [33.75-46.24]
Jamaica,1976,Both sexes,45.96 [39.4-52.76]
Jamaica,1976,Male,50.43 [43.2-58.14]
Jamaica,1976,Female,41.16 [35.12-47.6]
Jamaica,1975,Both sexes,47.52 [40.95-54.32]
Jamaica,1975,Male,52.11 [44.89-59.75]
Jamaica,1975,Female,42.58 [36.49-48.95]
Jamaica,1974,Both sexes,49.17 [42.69-55.99]
Jamaica,1974,Male,53.9 [46.72-61.57]
Jamaica,1974,Female,44.17 [38.17-50.59]
Jamaica,1973,Both sexes,50.99 [44.59-57.87]
Jamaica,1973,Male,55.82 [48.74-63.71]
Jamaica,1973,Female,45.84 [39.88-52.35]
Jamaica,1972,Both sexes,52.94 [46.54-59.95]
Jamaica,1972,Male,57.85 [50.7-65.85]
Jamaica,1972,Female,47.73 [41.67-54.39]
Jamaica,1971,Both sexes,55.01 [48.51-62.24]
Jamaica,1971,Male,60.03 [52.76-68.22]
Jamaica,1971,Female,49.7 [43.52-56.55]
Jamaica,1970,Both sexes,57.11 [50.46-64.54]
Jamaica,1970,Male,62.28 [54.83-70.68]
Jamaica,1970,Female,51.69 [45.38-58.67]
Jamaica,1969,Both sexes,59.21 [52.39-66.89]
Jamaica,1969,Male,64.45 [56.8-73.05]
Jamaica,1969,Female,53.7 [47.29-60.93]
Jamaica,1968,Both sexes,61.32 [54.29-69.19]
Jamaica,1968,Male,66.65 [58.86-75.44]
Jamaica,1968,Female,55.74 [49.16-63.25]
Jamaica,1967,Both sexes,63.46 [56.29-71.56]
Jamaica,1967,Male,68.84 [60.91-77.89]
Jamaica,1967,Female,57.81 [51-65.51]
Jamaica,1966,Both sexes,65.71 [58.35-73.98]
Jamaica,1966,Male,71.18 [62.94-80.41]
Jamaica,1966,Female,59.86 [52.87-67.93]
Jamaica,1965,Both sexes,68.03 [60.45-76.57]
Jamaica,1965,Male,73.63 [65.06-83.18]
Jamaica,1965,Female,62.16 [54.93-70.56]
Jamaica,1964,Both sexes,70.5 [62.72-79.52]
Jamaica,1964,Male,76.16 [67.4-86.17]
Jamaica,1964,Female,64.51 [57.04-73.33]
Jamaica,1963,Both sexes,73.18 [65.08-82.65]
Jamaica,1963,Male,78.91 [69.91-89.4]
Jamaica,1963,Female,67.11 [59.38-76.44]
Jamaica,1962,Both sexes,76.14 [67.64-86.14]
Jamaica,1962,Male,82.03 [72.54-93]
Jamaica,1962,Female,69.93 [61.92-79.76]
Jamaica,1961,Both sexes,79.37 [70.44-90.03]
Jamaica,1961,Male,85.3 [75.34-97.14]
Jamaica,1961,Female,73.06 [64.55-83.42]
Jamaica,1960,Both sexes,82.94 [73.41-94.34]
Jamaica,1960,Male,89 [78.47-101.7]
Jamaica,1960,Female,76.45 [67.43-87.38]
Jamaica,1959,Both sexes,86.74 [76.66-99.07]
Jamaica,1959,Male,92.95 [81.78-106.4]
Jamaica,1959,Female,80.12 [70.39-91.93]
Jamaica,1958,Both sexes,90.84 [79.79-104.2]
Jamaica,1958,Male,97.26 [85.1-111.9]
Jamaica,1958,Female,84 [73.44-96.76]
Jamaica,1957,Both sexes,95.16 [82.94-109.9]
Jamaica,1957,Male,101.7 [88.38-117.9]
Jamaica,1957,Female,88.18 [76.48-102.3]
Jamaica,1956,Both sexes,99.71 [86.27-116.3]
Jamaica,1956,Male,106.6 [91.77-124.4]
Jamaica,1956,Female,92.58 [79.66-108]
Jamaica,1955,Both sexes,104.6 [89.32-123.1]
Jamaica,1955,Male,111.5 [95.13-131.7]
Jamaica,1955,Female,97.16 [82.77-114.5]
Jamaica,1954,Both sexes,109.6 [92.62-130.7]
Jamaica,1954,Male,116.8 [98.58-139.9]
Jamaica,1954,Female,102 [85.8-122]
Jamaica,1953,Both sexes,114.8 [95.79-139.5]
Jamaica,1953,Male,122.2 [101.8-148.8]
Jamaica,1953,Female,106.9 [88.92-130.3]
Jamaica,1952,Both sexes,120.3 [98.72-149.6]
Jamaica,1952,Male,127.9 [104.8-158.9]
Jamaica,1952,Female,112.1 [91.8-139.9]
Japan,2019,Both sexes,2.46 [2.35-2.59]
Japan,2019,Male,2.59 [2.46-2.72]
Japan,2019,Female,2.33 [2.21-2.45]
Japan,2018,Both sexes,2.53 [2.45-2.61]
Japan,2018,Male,2.66 [2.57-2.75]
Japan,2018,Female,2.4 [2.31-2.48]
Japan,2017,Both sexes,2.6 [2.54-2.66]
Japan,2017,Male,2.73 [2.66-2.8]
Japan,2017,Female,2.46 [2.4-2.53]
Japan,2016,Both sexes,2.67 [2.62-2.72]
Japan,2016,Male,2.81 [2.74-2.87]
Japan,2016,Female,2.53 [2.47-2.59]
Japan,2015,Both sexes,2.75 [2.7-2.8]
Japan,2015,Male,2.9 [2.83-2.96]
Japan,2015,Female,2.6 [2.54-2.66]
Japan,2014,Both sexes,2.83 [2.78-2.89]
Japan,2014,Male,2.99 [2.92-3.05]
Japan,2014,Female,2.67 [2.61-2.73]
Japan,2013,Both sexes,2.92 [2.86-2.97]
Japan,2013,Male,3.08 [3.02-3.15]
Japan,2013,Female,2.74 [2.68-2.81]
Japan,2012,Both sexes,3.01 [2.94-3.07]
Japan,2012,Male,3.18 [3.11-3.26]
Japan,2012,Female,2.82 [2.75-2.89]
Japan,2011,Both sexes,3.21 [3.14-3.27]
Japan,2011,Male,3.4 [3.32-3.48]
Japan,2011,Female,3.01 [2.93-3.08]
Japan,2010,Both sexes,3.2 [3.13-3.26]
Japan,2010,Male,3.41 [3.33-3.48]
Japan,2010,Female,2.98 [2.91-3.05]
Japan,2009,Both sexes,3.3 [3.24-3.37]
Japan,2009,Male,3.52 [3.45-3.6]
Japan,2009,Female,3.07 [3-3.14]
Japan,2008,Both sexes,3.41 [3.35-3.47]
Japan,2008,Male,3.64 [3.56-3.71]
Japan,2008,Female,3.17 [3.11-3.24]
Japan,2007,Both sexes,3.52 [3.46-3.59]
Japan,2007,Male,3.76 [3.68-3.84]
Japan,2007,Female,3.27 [3.2-3.35]
Japan,2006,Both sexes,3.63 [3.57-3.7]
Japan,2006,Male,3.88 [3.8-3.96]
Japan,2006,Female,3.37 [3.3-3.44]
Japan,2005,Both sexes,3.74 [3.68-3.81]
Japan,2005,Male,4 [3.92-4.09]
Japan,2005,Female,3.47 [3.4-3.54]
Japan,2004,Both sexes,3.86 [3.79-3.93]
Japan,2004,Male,4.13 [4.05-4.22]
Japan,2004,Female,3.57 [3.5-3.65]
Japan,2003,Both sexes,3.99 [3.91-4.06]
Japan,2003,Male,4.26 [4.18-4.35]
Japan,2003,Female,3.69 [3.62-3.77]
Japan,2002,Both sexes,4.13 [4.05-4.21]
Japan,2002,Male,4.43 [4.33-4.52]
Japan,2002,Female,3.82 [3.74-3.9]
Japan,2001,Both sexes,4.3 [4.22-4.38]
Japan,2001,Male,4.62 [4.53-4.72]
Japan,2001,Female,3.96 [3.88-4.05]
Japan,2000,Both sexes,4.5 [4.42-4.59]
Japan,2000,Male,4.85 [4.75-4.94]
Japan,2000,Female,4.14 [4.05-4.23]
Japan,1999,Both sexes,4.72 [4.64-4.81]
Japan,1999,Male,5.09 [4.99-5.2]
Japan,1999,Female,4.34 [4.25-4.43]
Japan,1998,Both sexes,4.96 [4.88-5.05]
Japan,1998,Male,5.35 [5.25-5.46]
Japan,1998,Female,4.55 [4.46-4.65]
Japan,1997,Both sexes,5.21 [5.12-5.31]
Japan,1997,Male,5.63 [5.52-5.75]
Japan,1997,Female,4.77 [4.67-4.87]
Japan,1996,Both sexes,5.45 [5.35-5.56]
Japan,1996,Male,5.91 [5.8-6.04]
Japan,1996,Female,4.96 [4.86-5.07]
Japan,1995,Both sexes,5.67 [5.57-5.78]
Japan,1995,Male,6.17 [6.05-6.3]
Japan,1995,Female,5.15 [5.05-5.27]
Japan,1994,Both sexes,5.86 [5.75-5.98]
Japan,1994,Male,6.39 [6.26-6.52]
Japan,1994,Female,5.31 [5.2-5.43]
Japan,1993,Both sexes,6.01 [5.9-6.12]
Japan,1993,Male,6.54 [6.41-6.67]
Japan,1993,Female,5.46 [5.35-5.57]
Japan,1992,Both sexes,6.13 [6.02-6.24]
Japan,1992,Male,6.67 [6.54-6.8]
Japan,1992,Female,5.56 [5.45-5.67]
Japan,1991,Both sexes,6.23 [6.11-6.34]
Japan,1991,Male,6.76 [6.63-6.89]
Japan,1991,Female,5.66 [5.55-5.78]
Japan,1990,Both sexes,6.32 [6.21-6.44]
Japan,1990,Male,6.88 [6.75-7.02]
Japan,1990,Female,5.74 [5.62-5.86]
Japan,1989,Both sexes,6.45 [6.33-6.57]
Japan,1989,Male,7.01 [6.87-7.15]
Japan,1989,Female,5.85 [5.73-5.98]
Japan,1988,Both sexes,6.62 [6.49-6.74]
Japan,1988,Male,7.21 [7.06-7.35]
Japan,1988,Female,6 [5.88-6.12]
Japan,1987,Both sexes,6.84 [6.71-6.97]
Japan,1987,Male,7.47 [7.31-7.62]
Japan,1987,Female,6.19 [6.06-6.32]
Japan,1986,Both sexes,7.13 [7-7.26]
Japan,1986,Male,7.79 [7.64-7.94]
Japan,1986,Female,6.44 [6.31-6.57]
Japan,1985,Both sexes,7.48 [7.34-7.62]
Japan,1985,Male,8.21 [8.05-8.37]
Japan,1985,Female,6.71 [6.58-6.85]
Japan,1984,Both sexes,7.88 [7.74-8.03]
Japan,1984,Male,8.68 [8.51-8.85]
Japan,1984,Female,7.05 [6.91-7.2]
Japan,1983,Both sexes,8.33 [8.18-8.49]
Japan,1983,Male,9.18 [9-9.36]
Japan,1983,Female,7.44 [7.29-7.59]
Japan,1982,Both sexes,8.82 [8.66-8.99]
Japan,1982,Male,9.75 [9.55-9.95]
Japan,1982,Female,7.85 [7.69-8.01]
Japan,1981,Both sexes,9.34 [9.17-9.52]
Japan,1981,Male,10.36 [10.16-10.57]
Japan,1981,Female,8.27 [8.11-8.44]
Japan,1980,Both sexes,9.89 [9.71-10.08]
Japan,1980,Male,10.99 [10.78-11.21]
Japan,1980,Female,8.74 [8.56-8.92]
Japan,1979,Both sexes,10.48 [10.28-10.68]
Japan,1979,Male,11.68 [11.46-11.91]
Japan,1979,Female,9.22 [9.03-9.41]
Japan,1978,Both sexes,11.11 [10.91-11.31]
Japan,1978,Male,12.4 [12.16-12.63]
Japan,1978,Female,9.76 [9.57-9.95]
Japan,1977,Both sexes,11.78 [11.56-12.01]
Japan,1977,Male,13.17 [12.91-13.43]
Japan,1977,Female,10.33 [10.12-10.53]
Japan,1976,Both sexes,12.51 [12.28-12.74]
Japan,1976,Male,13.99 [13.73-14.27]
Japan,1976,Female,10.94 [10.73-11.16]
Japan,1975,Both sexes,13.26 [13.03-13.52]
Japan,1975,Male,14.88 [14.6-15.17]
Japan,1975,Female,11.57 [11.35-11.81]
Japan,1974,Both sexes,14.05 [13.79-14.32]
Japan,1974,Male,15.77 [15.47-16.08]
Japan,1974,Female,12.24 [12.01-12.49]
Japan,1973,Both sexes,14.85 [14.58-15.13]
Japan,1973,Male,16.68 [16.36-17]
Japan,1973,Female,12.92 [12.67-13.18]
Japan,1972,Both sexes,15.67 [15.38-15.97]
Japan,1972,Male,17.62 [17.28-17.96]
Japan,1972,Female,13.62 [13.36-13.9]
Japan,1971,Both sexes,16.53 [16.23-16.83]
Japan,1971,Male,18.55 [18.21-18.91]
Japan,1971,Female,14.4 [14.13-14.68]
Japan,1970,Both sexes,17.45 [17.14-17.78]
Japan,1970,Male,19.62 [19.26-19.99]
Japan,1970,Female,15.18 [14.9-15.48]
Japan,1969,Both sexes,18.48 [18.14-18.82]
Japan,1969,Male,20.74 [20.35-21.14]
Japan,1969,Female,16.09 [15.78-16.41]
Japan,1968,Both sexes,19.64 [19.28-19.99]
Japan,1968,Male,22.04 [21.63-22.45]
Japan,1968,Female,17.11 [16.77-17.44]
Japan,1967,Both sexes,21 [20.6-21.4]
Japan,1967,Male,23.51 [23.05-23.95]
Japan,1967,Female,18.37 [18-18.74]
Japan,1966,Both sexes,22.65 [22.21-23.08]
Japan,1966,Male,25.3 [24.8-25.79]
Japan,1966,Female,19.87 [19.47-20.26]
Japan,1965,Both sexes,24.63 [24.15-25.1]
Japan,1965,Male,27.44 [26.91-27.99]
Japan,1965,Female,21.67 [21.24-22.1]
Japan,1964,Both sexes,26.99 [26.47-27.5]
Japan,1964,Male,29.95 [29.36-30.53]
Japan,1964,Female,23.88 [23.4-24.36]
Japan,1963,Both sexes,29.76 [29.21-30.29]
Japan,1963,Male,32.84 [32.23-33.45]
Japan,1963,Female,26.52 [26.02-27.02]
Japan,1962,Both sexes,32.87 [32.26-33.48]
Japan,1962,Male,36.11 [35.42-36.8]
Japan,1962,Female,29.46 [28.9-30.02]
Japan,1961,Both sexes,36.21 [35.54-36.91]
Japan,1961,Male,39.74 [38.98-40.51]
Japan,1961,Female,32.51 [31.89-33.15]
Japan,1960,Both sexes,39.7 [38.94-40.48]
Japan,1960,Male,43.28 [42.43-44.14]
Japan,1960,Female,35.94 [35.24-36.67]
Japan,1959,Both sexes,43.22 [42.4-44.09]
Japan,1959,Male,46.8 [45.89-47.76]
Japan,1959,Female,39.47 [38.69-40.29]
Japan,1958,Both sexes,46.74 [45.89-47.65]
Japan,1958,Male,50.21 [49.26-51.18]
Japan,1958,Female,43.12 [42.31-43.97]
Japan,1957,Both sexes,50.31 [49.39-51.27]
Japan,1957,Male,53.74 [52.74-54.76]
Japan,1957,Female,46.72 [45.84-47.64]
Japan,1956,Both sexes,54.02 [53.04-55.03]
Japan,1956,Male,57.31 [56.24-58.42]
Japan,1956,Female,50.56 [49.64-51.54]
Japan,1955,Both sexes,58.07 [56.97-59.21]
Japan,1955,Male,61.21 [60.04-62.44]
Japan,1955,Female,54.79 [53.7-55.89]
Japan,1954,Both sexes,62.76 [61.51-64.05]
Japan,1954,Male,65.8 [64.45-67.15]
Japan,1954,Female,59.58 [58.36-60.83]
Japan,1953,Both sexes,68.36 [67-69.7]
Japan,1953,Male,71.38 [69.95-72.81]
Japan,1953,Female,65.19 [63.88-66.49]
Japan,1952,Both sexes,74.94 [73.46-76.43]
Japan,1952,Male,78.1 [76.54-79.65]
Japan,1952,Female,71.61 [70.18-73.05]
Japan,1951,Both sexes,82.58 [80.75-84.46]
Japan,1951,Male,85.91 [84.02-87.88]
Japan,1951,Female,79.09 [77.34-80.92]
Japan,1950,Both sexes,91.32 [88.44-94.29]
Japan,1950,Male,94.67 [91.69-97.76]
Japan,1950,Female,87.79 [84.98-90.64]
Jordan,2019,Both sexes,15.59 [11.66-20.88]
Jordan,2019,Male,16.9 [12.65-22.74]
Jordan,2019,Female,14.18 [10.58-19.04]
Jordan,2018,Both sexes,16.07 [12.38-20.97]
Jordan,2018,Male,17.46 [13.43-22.76]
Jordan,2018,Female,14.62 [11.22-19.11]
Jordan,2017,Both sexes,16.57 [13.11-21.13]
Jordan,2017,Male,18.01 [14.22-22.96]
Jordan,2017,Female,15.07 [11.87-19.28]
Jordan,2016,Both sexes,17.09 [13.78-21.35]
Jordan,2016,Male,18.56 [14.99-23.26]
Jordan,2016,Female,15.52 [12.48-19.49]
Jordan,2015,Both sexes,17.61 [14.42-21.56]
Jordan,2015,Male,19.14 [15.68-23.47]
Jordan,2015,Female,15.99 [13.06-19.7]
Jordan,2014,Both sexes,18.11 [15.07-21.84]
Jordan,2014,Male,19.68 [16.36-23.78]
Jordan,2014,Female,16.45 [13.61-19.9]
Jordan,2013,Both sexes,18.62 [15.75-22.07]
Jordan,2013,Male,20.23 [17.06-24.02]
Jordan,2013,Female,16.91 [14.23-20.13]
Jordan,2012,Both sexes,19.14 [16.42-22.34]
Jordan,2012,Male,20.79 [17.8-24.31]
Jordan,2012,Female,17.39 [14.86-20.39]
Jordan,2011,Both sexes,19.68 [17.09-22.66]
Jordan,2011,Male,21.37 [18.54-24.67]
Jordan,2011,Female,17.89 [15.48-20.72]
Jordan,2010,Both sexes,20.23 [17.77-23.03]
Jordan,2010,Male,21.99 [19.27-25.04]
Jordan,2010,Female,18.39 [16.09-21.04]
Jordan,2009,Both sexes,20.8 [18.45-23.45]
Jordan,2009,Male,22.6 [19.98-25.47]
Jordan,2009,Female,18.91 [16.7-21.4]
Jordan,2008,Both sexes,21.4 [19.12-23.92]
Jordan,2008,Male,23.25 [20.72-26.01]
Jordan,2008,Female,19.47 [17.34-21.87]
Jordan,2007,Both sexes,22.02 [19.84-24.43]
Jordan,2007,Male,23.9 [21.48-26.58]
Jordan,2007,Female,20.05 [17.97-22.34]
Jordan,2006,Both sexes,22.67 [20.56-24.99]
Jordan,2006,Male,24.59 [22.21-27.16]
Jordan,2006,Female,20.65 [18.63-22.87]
Jordan,2005,Both sexes,23.33 [21.26-25.58]
Jordan,2005,Male,25.28 [22.97-27.82]
Jordan,2005,Female,21.27 [19.29-23.46]
Jordan,2004,Both sexes,24.02 [21.99-26.24]
Jordan,2004,Male,26 [23.72-28.51]
Jordan,2004,Female,21.9 [19.95-24.08]
Jordan,2003,Both sexes,24.71 [22.72-26.92]
Jordan,2003,Male,26.73 [24.46-29.22]
Jordan,2003,Female,22.59 [20.64-24.72]
Jordan,2002,Both sexes,25.42 [23.46-27.64]
Jordan,2002,Male,27.45 [25.24-29.95]
Jordan,2002,Female,23.28 [21.33-25.43]
Jordan,2001,Both sexes,26.14 [24.18-28.33]
Jordan,2001,Male,28.21 [26-30.68]
Jordan,2001,Female,23.97 [22.02-26.12]
Jordan,2000,Both sexes,26.88 [24.9-29.08]
Jordan,2000,Male,28.95 [26.77-31.42]
Jordan,2000,Female,24.7 [22.74-26.85]
Jordan,1999,Both sexes,27.63 [25.66-29.81]
Jordan,1999,Male,29.72 [27.53-32.15]
Jordan,1999,Female,25.43 [23.46-27.57]
Jordan,1998,Both sexes,28.39 [26.41-30.54]
Jordan,1998,Male,30.5 [28.3-32.92]
Jordan,1998,Female,26.18 [24.19-28.3]
Jordan,1997,Both sexes,29.19 [27.18-31.31]
Jordan,1997,Male,31.32 [29.12-33.71]
Jordan,1997,Female,26.93 [24.91-29.06]
Jordan,1996,Both sexes,29.99 [27.98-32.11]
Jordan,1996,Male,32.14 [29.92-34.56]
Jordan,1996,Female,27.72 [25.68-29.84]
Jordan,1995,Both sexes,30.84 [28.78-32.99]
Jordan,1995,Male,33.01 [30.75-35.45]
Jordan,1995,Female,28.54 [26.48-30.69]
Jordan,1994,Both sexes,31.73 [29.63-33.89]
Jordan,1994,Male,33.91 [31.58-36.36]
Jordan,1994,Female,29.45 [27.37-31.63]
Jordan,1993,Both sexes,32.69 [30.52-34.88]
Jordan,1993,Male,34.83 [32.46-37.34]
Jordan,1993,Female,30.41 [28.26-32.63]
Jordan,1992,Both sexes,33.71 [31.47-35.98]
Jordan,1992,Male,35.83 [33.37-38.41]
Jordan,1992,Female,31.45 [29.23-33.74]
Jordan,1991,Both sexes,34.81 [32.5-37.13]
Jordan,1991,Male,36.9 [34.36-39.56]
Jordan,1991,Female,32.57 [30.25-34.92]
Jordan,1990,Both sexes,36 [33.59-38.42]
Jordan,1990,Male,38.02 [35.38-40.77]
Jordan,1990,Female,33.85 [31.43-36.28]
Jordan,1989,Both sexes,37.28 [34.78-39.8]
Jordan,1989,Male,39.3 [36.57-42.13]
Jordan,1989,Female,35.14 [32.63-37.66]
Jordan,1988,Both sexes,38.71 [36.13-41.33]
Jordan,1988,Male,40.68 [37.87-43.61]
Jordan,1988,Female,36.64 [34.05-39.25]
Jordan,1987,Both sexes,40.29 [37.64-42.97]
Jordan,1987,Male,42.15 [39.26-45.17]
Jordan,1987,Female,38.3 [35.63-41.05]
Jordan,1986,Both sexes,42.01 [39.3-44.81]
Jordan,1986,Male,43.87 [40.91-46.93]
Jordan,1986,Female,40.05 [37.33-42.92]
Jordan,1985,Both sexes,43.87 [41.12-46.78]
Jordan,1985,Male,45.65 [42.63-48.81]
Jordan,1985,Female,42 [39.16-44.96]
Jordan,1984,Both sexes,45.87 [43.02-48.9]
Jordan,1984,Male,47.55 [44.48-50.81]
Jordan,1984,Female,44.11 [41.18-47.17]
Jordan,1983,Both sexes,48.01 [45.03-51.15]
Jordan,1983,Male,49.6 [46.44-53.02]
Jordan,1983,Female,46.32 [43.23-49.57]
Jordan,1982,Both sexes,50.27 [47.11-53.58]
Jordan,1982,Male,51.72 [48.39-55.25]
Jordan,1982,Female,48.71 [45.45-52.15]
Jordan,1981,Both sexes,52.63 [49.31-56.11]
Jordan,1981,Male,53.98 [50.5-57.72]
Jordan,1981,Female,51.18 [47.74-54.8]
Jordan,1980,Both sexes,55.12 [51.61-58.83]
Jordan,1980,Male,56.36 [52.71-60.29]
Jordan,1980,Female,53.78 [50.22-57.63]
Jordan,1979,Both sexes,57.76 [54.07-61.64]
Jordan,1979,Male,58.86 [55.06-63]
Jordan,1979,Female,56.54 [52.81-60.59]
Jordan,1978,Both sexes,60.55 [56.68-64.64]
Jordan,1978,Male,61.56 [57.58-65.88]
Jordan,1978,Female,59.43 [55.44-63.69]
Jordan,1977,Both sexes,63.5 [59.42-67.81]
Jordan,1977,Male,64.37 [60.2-68.93]
Jordan,1977,Female,62.51 [58.26-66.98]
Jordan,1976,Both sexes,66.59 [62.36-71.1]
Jordan,1976,Male,67.43 [62.98-72.2]
Jordan,1976,Female,65.73 [61.28-70.44]
Jordan,1975,Both sexes,69.89 [65.43-74.67]
Jordan,1975,Male,70.61 [65.97-75.56]
Jordan,1975,Female,69.14 [64.52-74.08]
Jordan,1974,Both sexes,73.37 [68.78-78.41]
Jordan,1974,Male,74 [69.11-79.2]
Jordan,1974,Female,72.76 [67.93-77.86]
