Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Ireland,1991,Both sexes,8.65 [8.35-8.98]
Ireland,1991,Male,9.53 [9.16-9.91]
Ireland,1991,Female,7.73 [7.42-8.06]
Ireland,1990,Both sexes,9.17 [8.85-9.52]
Ireland,1990,Male,10.12 [9.74-10.53]
Ireland,1990,Female,8.16 [7.85-8.51]
Ireland,1989,Both sexes,9.6 [9.27-9.96]
Ireland,1989,Male,10.6 [10.2-11.02]
Ireland,1989,Female,8.55 [8.22-8.91]
Ireland,1988,Both sexes,9.92 [9.59-10.28]
Ireland,1988,Male,10.95 [10.55-11.36]
Ireland,1988,Female,8.84 [8.52-9.2]
Ireland,1987,Both sexes,10.16 [9.85-10.49]
Ireland,1987,Male,11.2 [10.82-11.59]
Ireland,1987,Female,9.06 [8.75-9.4]
Ireland,1986,Both sexes,10.39 [10.06-10.73]
Ireland,1986,Male,11.46 [11.06-11.86]
Ireland,1986,Female,9.26 [8.93-9.6]
Ireland,1985,Both sexes,10.71 [10.38-11.04]
Ireland,1985,Male,11.81 [11.41-12.21]
Ireland,1985,Female,9.56 [9.23-9.89]
Ireland,1984,Both sexes,11.15 [10.82-11.48]
Ireland,1984,Male,12.28 [11.89-12.69]
Ireland,1984,Female,9.95 [9.62-10.29]
Ireland,1983,Both sexes,11.69 [11.35-12.04]
Ireland,1983,Male,12.89 [12.48-13.3]
Ireland,1983,Female,10.44 [10.09-10.78]
Ireland,1982,Both sexes,12.35 [12.02-12.69]
Ireland,1982,Male,13.61 [13.21-14.01]
Ireland,1982,Female,11.04 [10.7-11.38]
Ireland,1981,Both sexes,13.19 [12.84-13.56]
Ireland,1981,Male,14.55 [14.12-14.99]
Ireland,1981,Female,11.77 [11.4-12.15]
Ireland,1980,Both sexes,14.28 [13.92-14.63]
Ireland,1980,Male,15.75 [15.31-16.2]
Ireland,1980,Female,12.72 [12.35-13.1]
Ireland,1979,Both sexes,15.54 [15.19-15.92]
Ireland,1979,Male,17.17 [16.73-17.64]
Ireland,1979,Female,13.83 [13.46-14.23]
Ireland,1978,Both sexes,16.85 [16.46-17.27]
Ireland,1978,Male,18.62 [18.13-19.13]
Ireland,1978,Female,14.99 [14.58-15.43]
Ireland,1977,Both sexes,18.05 [17.64-18.47]
Ireland,1977,Male,19.96 [19.45-20.47]
Ireland,1977,Female,16.05 [15.63-16.5]
Ireland,1976,Both sexes,19.09 [18.65-19.56]
Ireland,1976,Male,21.13 [20.58-21.69]
Ireland,1976,Female,16.96 [16.49-17.44]
Ireland,1975,Both sexes,19.95 [19.51-20.41]
Ireland,1975,Male,22.11 [21.56-22.67]
Ireland,1975,Female,17.69 [17.21-18.16]
Ireland,1974,Both sexes,20.61 [20.16-21.07]
Ireland,1974,Male,22.86 [22.31-23.44]
Ireland,1974,Female,18.25 [17.77-18.74]
Ireland,1973,Both sexes,21.08 [20.62-21.56]
Ireland,1973,Male,23.38 [22.81-23.97]
Ireland,1973,Female,18.66 [18.17-19.18]
Ireland,1972,Both sexes,21.41 [20.95-21.87]
Ireland,1972,Male,23.72 [23.16-24.31]
Ireland,1972,Female,18.96 [18.49-19.47]
Ireland,1971,Both sexes,21.74 [21.24-22.23]
Ireland,1971,Male,24.07 [23.47-24.71]
Ireland,1971,Female,19.28 [18.76-19.81]
Ireland,1970,Both sexes,22.23 [21.73-22.72]
Ireland,1970,Male,24.59 [23.98-25.22]
Ireland,1970,Female,19.74 [19.22-20.26]
Ireland,1969,Both sexes,22.98 [22.47-23.49]
Ireland,1969,Male,25.41 [24.78-26.06]
Ireland,1969,Female,20.42 [19.88-20.97]
Ireland,1968,Both sexes,24.07 [23.52-24.62]
Ireland,1968,Male,26.64 [25.95-27.32]
Ireland,1968,Female,21.38 [20.81-21.95]
Ireland,1967,Both sexes,25.51 [24.99-26.04]
Ireland,1967,Male,28.28 [27.62-28.95]
Ireland,1967,Female,22.6 [22.05-23.17]
Ireland,1966,Both sexes,27.11 [26.53-27.72]
Ireland,1966,Male,30.11 [29.38-30.85]
Ireland,1966,Female,23.98 [23.37-24.62]
Ireland,1965,Both sexes,28.65 [28.06-29.28]
Ireland,1965,Male,31.83 [31.09-32.6]
Ireland,1965,Female,25.31 [24.68-25.98]
Ireland,1964,Both sexes,30.04 [29.43-30.69]
Ireland,1964,Male,33.41 [32.64-34.22]
Ireland,1964,Female,26.5 [25.85-27.19]
Ireland,1963,Both sexes,31.31 [30.65-32]
Ireland,1963,Male,34.88 [34.06-35.74]
Ireland,1963,Female,27.57 [26.88-28.27]
Ireland,1962,Both sexes,32.54 [31.86-33.2]
Ireland,1962,Male,36.26 [35.43-37.11]
Ireland,1962,Female,28.62 [27.92-29.31]
Ireland,1961,Both sexes,33.8 [33.07-34.54]
Ireland,1961,Male,37.71 [36.81-38.63]
Ireland,1961,Female,29.7 [28.95-30.45]
Ireland,1960,Both sexes,35.25 [34.53-35.99]
Ireland,1960,Male,39.39 [38.51-40.32]
Ireland,1960,Female,30.9 [30.14-31.66]
Ireland,1959,Both sexes,36.83 [36.06-37.6]
Ireland,1959,Male,41.18 [40.22-42.16]
Ireland,1959,Female,32.24 [31.46-33.04]
Ireland,1958,Both sexes,38.34 [37.54-39.19]
Ireland,1958,Male,42.87 [41.87-43.9]
Ireland,1958,Female,33.59 [32.75-34.44]
Ireland,1957,Both sexes,39.75 [38.96-40.58]
Ireland,1957,Male,44.46 [43.48-45.45]
Ireland,1957,Female,34.81 [33.98-35.67]
Ireland,1956,Both sexes,41.2 [40.35-42.11]
Ireland,1956,Male,46.07 [45.01-47.17]
Ireland,1956,Female,36.11 [35.21-37.02]
Ireland,1955,Both sexes,42.91 [42.03-43.83]
Ireland,1955,Male,47.86 [46.79-49]
Ireland,1955,Female,37.7 [36.79-38.64]
Ireland,1954,Both sexes,44.91 [43.97-45.86]
Ireland,1954,Male,50.07 [48.91-51.25]
Ireland,1954,Female,39.48 [38.51-40.46]
Ireland,1953,Both sexes,47.14 [46.1-48.22]
Ireland,1953,Male,52.44 [51.16-53.72]
Ireland,1953,Female,41.57 [40.51-42.65]
Ireland,1952,Both sexes,49.55 [48.47-50.62]
Ireland,1952,Male,54.96 [53.67-56.29]
Ireland,1952,Female,43.86 [42.73-44.99]
Ireland,1951,Both sexes,51.95 [50.78-53.19]
Ireland,1951,Male,57.57 [56.14-59.09]
Ireland,1951,Female,46.07 [44.82-47.34]
Ireland,1950,Both sexes,54.23 [52.41-56.18]
Ireland,1950,Male,60.04 [57.92-62.29]
Ireland,1950,Female,48.14 [46.35-50.04]
Israel,2019,Both sexes,3.67 [3.48-3.88]
Israel,2019,Male,3.94 [3.72-4.18]
Israel,2019,Female,3.39 [3.2-3.6]
Israel,2018,Both sexes,3.73 [3.58-3.88]
Israel,2018,Male,4 [3.83-4.18]
Israel,2018,Female,3.45 [3.29-3.61]
Israel,2017,Both sexes,3.79 [3.66-3.91]
Israel,2017,Male,4.06 [3.91-4.21]
Israel,2017,Female,3.5 [3.37-3.64]
Israel,2016,Both sexes,3.85 [3.73-3.96]
Israel,2016,Male,4.12 [3.98-4.27]
Israel,2016,Female,3.56 [3.43-3.69]
Israel,2015,Both sexes,3.92 [3.81-4.04]
Israel,2015,Male,4.19 [4.06-4.34]
Israel,2015,Female,3.63 [3.5-3.76]
Israel,2014,Both sexes,4.01 [3.9-4.13]
Israel,2014,Male,4.29 [4.15-4.43]
Israel,2014,Female,3.72 [3.59-3.84]
Israel,2013,Both sexes,4.12 [4-4.24]
Israel,2013,Male,4.41 [4.27-4.56]
Israel,2013,Female,3.82 [3.69-3.95]
Israel,2012,Both sexes,4.25 [4.14-4.37]
Israel,2012,Male,4.55 [4.41-4.7]
Israel,2012,Female,3.94 [3.82-4.08]
Israel,2011,Both sexes,4.4 [4.28-4.52]
Israel,2011,Male,4.7 [4.56-4.85]
Israel,2011,Female,4.08 [3.95-4.21]
Israel,2010,Both sexes,4.55 [4.43-4.68]
Israel,2010,Male,4.87 [4.72-5.02]
Israel,2010,Female,4.23 [4.09-4.37]
Israel,2009,Both sexes,4.72 [4.59-4.84]
Israel,2009,Male,5.04 [4.89-5.19]
Israel,2009,Female,4.38 [4.24-4.52]
Israel,2008,Both sexes,4.9 [4.76-5.03]
Israel,2008,Male,5.23 [5.07-5.39]
Israel,2008,Female,4.55 [4.4-4.69]
Israel,2007,Both sexes,5.1 [4.96-5.23]
Israel,2007,Male,5.44 [5.28-5.6]
Israel,2007,Female,4.74 [4.59-4.89]
Israel,2006,Both sexes,5.32 [5.18-5.47]
Israel,2006,Male,5.68 [5.51-5.85]
Israel,2006,Female,4.95 [4.8-5.11]
Israel,2005,Both sexes,5.58 [5.43-5.73]
Israel,2005,Male,5.94 [5.76-6.12]
Israel,2005,Female,5.2 [5.03-5.36]
Israel,2004,Both sexes,5.85 [5.7-6]
Israel,2004,Male,6.22 [6.05-6.41]
Israel,2004,Female,5.45 [5.29-5.62]
Israel,2003,Both sexes,6.12 [5.97-6.29]
Israel,2003,Male,6.51 [6.33-6.7]
Israel,2003,Female,5.71 [5.54-5.89]
Israel,2002,Both sexes,6.39 [6.23-6.55]
Israel,2002,Male,6.79 [6.6-6.99]
Israel,2002,Female,5.96 [5.79-6.15]
Israel,2001,Both sexes,6.64 [6.48-6.81]
Israel,2001,Male,7.05 [6.86-7.25]
Israel,2001,Female,6.2 [6.03-6.39]
Israel,2000,Both sexes,6.89 [6.72-7.07]
Israel,2000,Male,7.35 [7.14-7.56]
Israel,2000,Female,6.41 [6.23-6.6]
Israel,1999,Both sexes,7.16 [6.99-7.34]
Israel,1999,Male,7.62 [7.42-7.84]
Israel,1999,Female,6.67 [6.48-6.87]
Israel,1998,Both sexes,7.45 [7.27-7.64]
Israel,1998,Male,7.92 [7.71-8.15]
Israel,1998,Female,6.95 [6.75-7.16]
Israel,1997,Both sexes,7.77 [7.58-7.97]
Israel,1997,Male,8.25 [8.02-8.48]
Israel,1997,Female,7.27 [7.06-7.49]
Israel,1996,Both sexes,8.16 [7.95-8.36]
Israel,1996,Male,8.68 [8.43-8.92]
Israel,1996,Female,7.61 [7.39-7.84]
Israel,1995,Both sexes,8.63 [8.41-8.85]
Israel,1995,Male,9.17 [8.91-9.43]
Israel,1995,Female,8.07 [7.83-8.3]
Israel,1994,Both sexes,9.22 [9-9.44]
Israel,1994,Male,9.81 [9.54-10.07]
Israel,1994,Female,8.61 [8.37-8.84]
Israel,1993,Both sexes,9.87 [9.64-10.11]
Israel,1993,Male,10.49 [10.2-10.78]
Israel,1993,Female,9.22 [8.97-9.48]
Israel,1992,Both sexes,10.52 [10.27-10.78]
Israel,1992,Male,11.18 [10.89-11.49]
Israel,1992,Female,9.82 [9.56-10.1]
Israel,1991,Both sexes,11.11 [10.86-11.39]
Israel,1991,Male,11.81 [11.5-12.14]
Israel,1991,Female,10.39 [10.1-10.69]
Israel,1990,Both sexes,11.63 [11.37-11.92]
Israel,1990,Male,12.37 [12.05-12.71]
Israel,1990,Female,10.86 [10.57-11.17]
Israel,1989,Both sexes,12.07 [11.81-12.35]
Israel,1989,Male,12.83 [12.51-13.16]
Israel,1989,Female,11.28 [10.99-11.58]
Israel,1988,Both sexes,12.52 [12.22-12.81]
Israel,1988,Male,13.3 [12.95-13.65]
Israel,1988,Female,11.69 [11.37-12.01]
Israel,1987,Both sexes,13.05 [12.75-13.34]
Israel,1987,Male,13.89 [13.53-14.25]
Israel,1987,Female,12.16 [11.84-12.49]
Israel,1986,Both sexes,13.69 [13.39-13.99]
Israel,1986,Male,14.58 [14.21-14.94]
Israel,1986,Female,12.76 [12.43-13.09]
Israel,1985,Both sexes,14.42 [14.11-14.73]
Israel,1985,Male,15.34 [14.97-15.72]
Israel,1985,Female,13.45 [13.11-13.79]
Israel,1984,Both sexes,15.19 [14.88-15.51]
Israel,1984,Male,16.16 [15.79-16.54]
Israel,1984,Female,14.17 [13.84-14.52]
Israel,1983,Both sexes,15.95 [15.62-16.29]
Israel,1983,Male,16.98 [16.59-17.4]
Israel,1983,Female,14.86 [14.5-15.25]
Israel,1982,Both sexes,16.63 [16.3-16.97]
Israel,1982,Male,17.74 [17.33-18.14]
Israel,1982,Female,15.47 [15.1-15.85]
Israel,1981,Both sexes,17.3 [16.95-17.64]
Israel,1981,Male,18.5 [18.08-18.92]
Israel,1981,Female,16.04 [15.65-16.41]
Israel,1980,Both sexes,18.07 [17.67-18.47]
Israel,1980,Male,19.39 [18.92-19.86]
Israel,1980,Female,16.69 [16.26-17.11]
Israel,1979,Both sexes,19.07 [18.64-19.49]
Israel,1979,Male,20.5 [19.99-21.01]
Israel,1979,Female,17.57 [17.12-18.02]
Israel,1978,Both sexes,20.36 [19.89-20.79]
Israel,1978,Male,21.92 [21.37-22.45]
Israel,1978,Female,18.7 [18.23-19.19]
Israel,1977,Both sexes,21.95 [21.52-22.39]
Israel,1977,Male,23.69 [23.17-24.24]
Israel,1977,Female,20.12 [19.66-20.6]
Israel,1976,Both sexes,23.7 [23.23-24.21]
Israel,1976,Male,25.65 [25.08-26.25]
Israel,1976,Female,21.65 [21.15-22.2]
Israel,1975,Both sexes,25.27 [24.72-25.9]
Israel,1975,Male,27.42 [26.76-28.14]
Israel,1975,Female,23.02 [22.44-23.65]
Israel,1974,Both sexes,26.42 [25.87-27.01]
Israel,1974,Male,28.73 [28.08-29.42]
Israel,1974,Female,24 [23.43-24.6]
Israel,1973,Both sexes,27.19 [26.66-27.77]
Israel,1973,Male,29.57 [28.94-30.25]
Israel,1973,Female,24.7 [24.13-25.29]
Israel,1972,Both sexes,27.73 [27.19-28.28]
Israel,1972,Male,30.11 [29.47-30.77]
Israel,1972,Female,25.22 [24.65-25.79]
Israel,1971,Both sexes,28.14 [27.57-28.7]
Israel,1971,Male,30.53 [29.86-31.2]
Israel,1971,Female,25.62 [25.04-26.22]
Israel,1970,Both sexes,28.55 [27.96-29.14]
Israel,1970,Male,30.79 [30.09-31.48]
Israel,1970,Female,26.2 [25.59-26.82]
Israel,1969,Both sexes,29.06 [28.48-29.62]
Israel,1969,Male,31.16 [30.49-31.83]
Israel,1969,Female,26.85 [26.24-27.45]
Israel,1968,Both sexes,29.64 [29.05-30.25]
Israel,1968,Male,31.6 [30.91-32.32]
Israel,1968,Female,27.59 [26.97-28.22]
Israel,1967,Both sexes,30.32 [29.73-30.92]
Israel,1967,Male,32.12 [31.43-32.84]
Israel,1967,Female,28.43 [27.79-29.07]
Israel,1966,Both sexes,31.15 [30.53-31.76]
Israel,1966,Male,32.87 [32.16-33.59]
Israel,1966,Female,29.33 [28.68-30.01]
Israel,1965,Both sexes,32.22 [31.56-32.9]
Israel,1965,Male,33.92 [33.16-34.65]
Israel,1965,Female,30.45 [29.76-31.17]
Israel,1964,Both sexes,33.63 [32.98-34.3]
Israel,1964,Male,35.24 [34.49-36]
Israel,1964,Female,31.95 [31.24-32.68]
Israel,1963,Both sexes,35.34 [34.63-36.06]
Israel,1963,Male,36.88 [36.06-37.68]
Israel,1963,Female,33.74 [32.98-34.51]
Israel,1962,Both sexes,37.33 [36.6-38.06]
Israel,1962,Male,38.78 [37.96-39.62]
Israel,1962,Female,35.81 [35.01-36.6]
Israel,1961,Both sexes,39.56 [38.78-40.32]
Israel,1961,Male,40.91 [40.04-41.8]
Israel,1961,Female,38.13 [37.28-38.98]
Israel,1960,Both sexes,42 [41.17-42.83]
Israel,1960,Male,43.14 [42.19-44.07]
Israel,1960,Female,40.81 [39.89-41.73]
Israel,1959,Both sexes,44.55 [43.68-45.43]
Israel,1959,Male,45.46 [44.48-46.45]
Israel,1959,Female,43.6 [42.64-44.57]
Israel,1958,Both sexes,46.93 [45.94-47.95]
Israel,1958,Male,47.71 [46.61-48.83]
Israel,1958,Female,46.12 [45.05-47.22]
Israel,1957,Both sexes,48.83 [47.83-49.87]
Israel,1957,Male,49.49 [48.37-50.65]
Israel,1957,Female,48.14 [47.06-49.28]
Israel,1956,Both sexes,50.22 [49.21-51.26]
Israel,1956,Male,50.68 [49.57-51.85]
Israel,1956,Female,49.74 [48.6-50.88]
Israel,1955,Both sexes,51.26 [50.21-52.35]
Israel,1955,Male,51.62 [50.46-52.83]
Israel,1955,Female,50.87 [49.7-52.05]
Israel,1954,Both sexes,52.11 [50.95-53.32]
Israel,1954,Male,52.39 [51.1-53.7]
Israel,1954,Female,51.84 [50.57-53.14]
Israel,1953,Both sexes,52.97 [51.22-54.75]
Israel,1953,Male,53.15 [51.3-55.05]
Israel,1953,Female,52.74 [50.91-54.63]
Israel,1952,Both sexes,53.9 [50.85-57.13]
Israel,1952,Male,54.09 [50.95-57.34]
Israel,1952,Female,53.7 [50.59-57.01]
Italy,2019,Both sexes,3.14 [2.9-3.41]
Italy,2019,Male,3.38 [3.11-3.68]
Italy,2019,Female,2.88 [2.66-3.14]
Italy,2018,Both sexes,3.22 [3.06-3.39]
Italy,2018,Male,3.47 [3.29-3.67]
Italy,2018,Female,2.96 [2.8-3.13]
Italy,2017,Both sexes,3.3 [3.19-3.41]
Italy,2017,Male,3.55 [3.43-3.68]
Italy,2017,Female,3.03 [2.92-3.14]
Italy,2016,Both sexes,3.38 [3.3-3.45]
Italy,2016,Male,3.64 [3.54-3.73]
Italy,2016,Female,3.1 [3.01-3.19]
Italy,2015,Both sexes,3.46 [3.4-3.53]
Italy,2015,Male,3.74 [3.65-3.82]
Italy,2015,Female,3.18 [3.1-3.26]
Italy,2014,Both sexes,3.56 [3.49-3.64]
Italy,2014,Male,3.84 [3.76-3.93]
Italy,2014,Female,3.27 [3.19-3.35]
Italy,2013,Both sexes,3.66 [3.59-3.74]
Italy,2013,Male,3.96 [3.87-4.05]
Italy,2013,Female,3.36 [3.28-3.44]
Italy,2012,Both sexes,3.77 [3.69-3.84]
Italy,2012,Male,4.06 [3.97-4.16]
Italy,2012,Female,3.46 [3.38-3.54]
Italy,2011,Both sexes,3.87 [3.79-3.95]
Italy,2011,Male,4.17 [4.08-4.26]
Italy,2011,Female,3.55 [3.47-3.64]
Italy,2010,Both sexes,3.96 [3.89-4.04]
Italy,2010,Male,4.27 [4.18-4.37]
Italy,2010,Female,3.64 [3.56-3.73]
Italy,2009,Both sexes,4.06 [3.98-4.14]
Italy,2009,Male,4.37 [4.27-4.46]
Italy,2009,Female,3.73 [3.65-3.82]
Italy,2008,Both sexes,4.15 [4.07-4.23]
Italy,2008,Male,4.46 [4.37-4.56]
Italy,2008,Female,3.81 [3.72-3.9]
Italy,2007,Both sexes,4.24 [4.16-4.32]
Italy,2007,Male,4.56 [4.47-4.66]
Italy,2007,Female,3.9 [3.81-3.99]
Italy,2006,Both sexes,4.34 [4.26-4.43]
Italy,2006,Male,4.67 [4.57-4.78]
Italy,2006,Female,3.99 [3.9-4.08]
Italy,2005,Both sexes,4.47 [4.39-4.56]
Italy,2005,Male,4.81 [4.71-4.91]
Italy,2005,Female,4.12 [4.03-4.22]
Italy,2004,Both sexes,4.64 [4.55-4.72]
Italy,2004,Male,4.98 [4.87-5.08]
Italy,2004,Female,4.28 [4.18-4.38]
Italy,2003,Both sexes,4.83 [4.74-4.92]
Italy,2003,Male,5.18 [5.07-5.29]
Italy,2003,Female,4.46 [4.36-4.56]
Italy,2002,Both sexes,5.05 [4.96-5.15]
Italy,2002,Male,5.42 [5.31-5.54]
Italy,2002,Female,4.66 [4.56-4.77]
Italy,2001,Both sexes,5.3 [5.2-5.4]
Italy,2001,Male,5.68 [5.56-5.8]
Italy,2001,Female,4.9 [4.79-5.01]
Italy,2000,Both sexes,5.57 [5.47-5.68]
Italy,2000,Male,5.97 [5.85-6.1]
Italy,2000,Female,5.15 [5.04-5.26]
Italy,1999,Both sexes,5.87 [5.77-5.99]
Italy,1999,Male,6.3 [6.17-6.43]
Italy,1999,Female,5.43 [5.31-5.55]
Italy,1998,Both sexes,6.22 [6.1-6.34]
Italy,1998,Male,6.66 [6.52-6.81]
Italy,1998,Female,5.75 [5.62-5.88]
Italy,1997,Both sexes,6.6 [6.48-6.73]
Italy,1997,Male,7.1 [6.95-7.25]
Italy,1997,Female,6.08 [5.95-6.21]
Italy,1996,Both sexes,7.03 [6.89-7.16]
Italy,1996,Male,7.57 [7.41-7.73]
Italy,1996,Female,6.46 [6.32-6.6]
Italy,1995,Both sexes,7.49 [7.35-7.63]
Italy,1995,Male,8.11 [7.94-8.27]
Italy,1995,Female,6.85 [6.7-7]
Italy,1994,Both sexes,7.98 [7.83-8.13]
Italy,1994,Male,8.67 [8.5-8.85]
Italy,1994,Female,7.25 [7.09-7.4]
Italy,1993,Both sexes,8.46 [8.29-8.62]
Italy,1993,Male,9.21 [9.01-9.41]
Italy,1993,Female,7.67 [7.5-7.84]
Italy,1992,Both sexes,8.9 [8.73-9.08]
Italy,1992,Male,9.75 [9.54-9.96]
Italy,1992,Female,8.02 [7.84-8.2]
Italy,1991,Both sexes,9.31 [9.13-9.5]
Italy,1991,Male,10.18 [9.97-10.41]
Italy,1991,Female,8.39 [8.2-8.58]
Italy,1990,Both sexes,9.67 [9.49-9.86]
Italy,1990,Male,10.58 [10.36-10.81]
Italy,1990,Female,8.71 [8.53-8.9]
Italy,1989,Both sexes,10.01 [9.82-10.2]
Italy,1989,Male,10.96 [10.74-11.19]
Italy,1989,Female,9.01 [8.82-9.21]
Italy,1988,Both sexes,10.38 [10.17-10.58]
Italy,1988,Male,11.37 [11.13-11.61]
Italy,1988,Female,9.34 [9.13-9.55]
Italy,1987,Both sexes,10.82 [10.61-11.03]
Italy,1987,Male,11.88 [11.63-12.13]
Italy,1987,Female,9.71 [9.5-9.93]
Italy,1986,Both sexes,11.35 [11.13-11.57]
Italy,1986,Male,12.48 [12.21-12.74]
Italy,1986,Female,10.17 [9.94-10.39]
Italy,1985,Both sexes,11.98 [11.75-12.21]
Italy,1985,Male,13.18 [12.91-13.45]
Italy,1985,Female,10.73 [10.5-10.95]
Italy,1984,Both sexes,12.71 [12.47-12.95]
Italy,1984,Male,14 [13.72-14.29]
Italy,1984,Female,11.35 [11.11-11.59]
Italy,1983,Both sexes,13.49 [13.23-13.76]
Italy,1983,Male,14.85 [14.54-15.16]
Italy,1983,Female,12.07 [11.81-12.34]
Italy,1982,Both sexes,14.31 [14.05-14.6]
Italy,1982,Male,15.79 [15.47-16.12]
Italy,1982,Female,12.77 [12.5-13.05]
Italy,1981,Both sexes,15.17 [14.88-15.48]
Italy,1981,Male,16.77 [16.43-17.13]
Italy,1981,Female,13.49 [13.2-13.79]
Italy,1980,Both sexes,16.06 [15.77-16.37]
Italy,1980,Male,17.82 [17.46-18.19]
Italy,1980,Female,14.22 [13.92-14.53]
Italy,1979,Both sexes,17.03 [16.71-17.36]
Italy,1979,Male,18.89 [18.51-19.27]
Italy,1979,Female,15.08 [14.77-15.41]
Italy,1978,Both sexes,18.16 [17.79-18.52]
Italy,1978,Male,20.16 [19.73-20.57]
Italy,1978,Female,16.06 [15.71-16.42]
Italy,1977,Both sexes,19.51 [19.12-19.9]
Italy,1977,Male,21.67 [21.23-22.12]
Italy,1977,Female,17.24 [16.86-17.61]
Italy,1976,Both sexes,21.14 [20.69-21.55]
Italy,1976,Male,23.44 [22.93-23.93]
Italy,1976,Female,18.73 [18.3-19.13]
Italy,1975,Both sexes,23.09 [22.64-23.52]
Italy,1975,Male,25.58 [25.06-26.1]
Italy,1975,Female,20.47 [20.04-20.88]
Italy,1974,Both sexes,25.29 [24.82-25.78]
Italy,1974,Male,28.03 [27.48-28.58]
Italy,1974,Female,22.41 [21.97-22.88]
Italy,1973,Both sexes,27.58 [27.04-28.15]
Italy,1973,Male,30.58 [29.96-31.24]
Italy,1973,Female,24.42 [23.92-24.97]
Italy,1972,Both sexes,29.78 [29.19-30.39]
Italy,1972,Male,32.96 [32.29-33.65]
Italy,1972,Female,26.43 [25.88-27.01]
Italy,1971,Both sexes,31.79 [31.15-32.47]
Italy,1971,Male,35.1 [34.37-35.87]
Italy,1971,Female,28.33 [27.71-28.96]
Italy,1970,Both sexes,33.54 [32.9-34.24]
Italy,1970,Male,36.94 [36.22-37.73]
Italy,1970,Female,29.97 [29.36-30.63]
Italy,1969,Both sexes,35.06 [34.42-35.76]
Italy,1969,Male,38.58 [37.86-39.38]
Italy,1969,Female,31.36 [30.74-32.01]
Italy,1968,Both sexes,36.45 [35.75-37.15]
Italy,1968,Male,40.1 [39.32-40.92]
Italy,1968,Female,32.61 [31.94-33.27]
Italy,1967,Both sexes,37.83 [37.1-38.56]
Italy,1967,Male,41.56 [40.73-42.39]
Italy,1967,Female,33.91 [33.21-34.6]
Italy,1966,Both sexes,39.34 [38.54-40.13]
Italy,1966,Male,43.24 [42.34-44.14]
Italy,1966,Female,35.23 [34.49-35.97]
Italy,1965,Both sexes,41.12 [40.32-41.92]
Italy,1965,Male,45.16 [44.26-46.07]
Italy,1965,Female,36.88 [36.12-37.64]
Italy,1964,Both sexes,43.17 [42.36-44.01]
Italy,1964,Male,47.04 [46.14-47.97]
Italy,1964,Female,39.11 [38.33-39.91]
Italy,1963,Both sexes,45.35 [44.5-46.27]
Italy,1963,Male,49.29 [48.35-50.3]
Italy,1963,Female,41.22 [40.41-42.08]
Italy,1962,Both sexes,47.59 [46.7-48.53]
Italy,1962,Male,51.58 [50.6-52.64]
Italy,1962,Female,43.38 [42.54-44.24]
Italy,1961,Both sexes,49.78 [48.82-50.79]
Italy,1961,Male,53.82 [52.76-54.96]
Italy,1961,Female,45.53 [44.63-46.48]
Italy,1960,Both sexes,51.9 [50.92-52.96]
Italy,1960,Male,55.92 [54.85-57.09]
Italy,1960,Female,47.68 [46.72-48.67]
Italy,1959,Both sexes,53.91 [52.9-55.01]
Italy,1959,Male,57.92 [56.8-59.13]
Italy,1959,Female,49.7 [48.73-50.73]
Italy,1958,Both sexes,55.73 [54.66-56.85]
Italy,1958,Male,60.03 [58.86-61.25]
Italy,1958,Female,51.22 [50.19-52.3]
Italy,1957,Both sexes,57.46 [56.39-58.53]
Italy,1957,Male,61.72 [60.53-62.91]
Italy,1957,Female,52.99 [51.96-54.03]
Italy,1956,Both sexes,59.41 [58.2-60.63]
Italy,1956,Male,63.61 [62.28-64.93]
Italy,1956,Female,55 [53.84-56.16]
Italy,1955,Both sexes,62.01 [60.71-63.31]
Italy,1955,Male,66.29 [64.87-67.69]
Italy,1955,Female,57.51 [56.27-58.76]
Italy,1954,Both sexes,65.43 [64.06-66.8]
Italy,1954,Male,69.82 [68.32-71.29]
Italy,1954,Female,60.84 [59.52-62.14]
Italy,1953,Both sexes,69.81 [68.42-71.25]
Italy,1953,Male,73.98 [72.48-75.54]
Italy,1953,Female,65.44 [64.07-66.83]
Italy,1952,Both sexes,75.22 [73.6-76.92]
Italy,1952,Male,79.41 [77.67-81.25]
Italy,1952,Female,70.81 [69.25-72.45]
Italy,1951,Both sexes,81.52 [78.86-84.32]
Italy,1951,Male,85.83 [83-88.83]
Italy,1951,Female,76.99 [74.48-79.66]
Italy,1950,Both sexes,88.52 [83.92-93.65]
Italy,1950,Male,93.01 [88.14-98.36]
Italy,1950,Female,83.86 [79.47-88.72]
Jamaica,2019,Both sexes,13.85 [7.98-24.2]
Jamaica,2019,Male,15.47 [8.91-27.06]
Jamaica,2019,Female,12.16 [6.99-21.35]
Jamaica,2018,Both sexes,14.29 [8.56-24.35]
Jamaica,2018,Male,15.96 [9.55-27.18]
Jamaica,2018,Female,12.55 [7.49-21.58]
Jamaica,2017,Both sexes,14.73 [9.11-24.53]
Jamaica,2017,Male,16.47 [10.23-27.29]
Jamaica,2017,Female,12.92 [7.97-21.54]
Jamaica,2016,Both sexes,15.18 [9.68-24.44]
Jamaica,2016,Male,16.97 [10.82-27.3]
Jamaica,2016,Female,13.29 [8.47-21.48]
Jamaica,2015,Both sexes,15.62 [10.33-24.25]
