Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
New Zealand,2017,Female,3.83 [3.48-4.17]
New Zealand,2016,Both sexes,4.37 [4.1-4.65]
New Zealand,2016,Male,4.77 [4.44-5.09]
New Zealand,2016,Female,3.96 [3.69-4.24]
New Zealand,2015,Both sexes,4.53 [4.32-4.74]
New Zealand,2015,Male,4.93 [4.68-5.19]
New Zealand,2015,Female,4.1 [3.88-4.32]
New Zealand,2014,Both sexes,4.67 [4.5-4.85]
New Zealand,2014,Male,5.1 [4.88-5.33]
New Zealand,2014,Female,4.21 [4.02-4.41]
New Zealand,2013,Both sexes,4.8 [4.63-4.97]
New Zealand,2013,Male,5.24 [5.04-5.47]
New Zealand,2013,Female,4.32 [4.14-4.52]
New Zealand,2012,Both sexes,4.91 [4.75-5.09]
New Zealand,2012,Male,5.37 [5.17-5.6]
New Zealand,2012,Female,4.42 [4.23-4.62]
New Zealand,2011,Both sexes,5.01 [4.84-5.18]
New Zealand,2011,Male,5.48 [5.28-5.7]
New Zealand,2011,Female,4.5 [4.32-4.7]
New Zealand,2010,Both sexes,5.09 [4.93-5.27]
New Zealand,2010,Male,5.58 [5.37-5.8]
New Zealand,2010,Female,4.57 [4.39-4.77]
New Zealand,2009,Both sexes,5.16 [5-5.33]
New Zealand,2009,Male,5.66 [5.45-5.87]
New Zealand,2009,Female,4.64 [4.46-4.83]
New Zealand,2008,Both sexes,5.23 [5.07-5.4]
New Zealand,2008,Male,5.73 [5.53-5.95]
New Zealand,2008,Female,4.7 [4.52-4.89]
New Zealand,2007,Both sexes,5.3 [5.13-5.47]
New Zealand,2007,Male,5.81 [5.6-6.02]
New Zealand,2007,Female,4.76 [4.58-4.95]
New Zealand,2006,Both sexes,5.37 [5.2-5.54]
New Zealand,2006,Male,5.89 [5.68-6.11]
New Zealand,2006,Female,4.83 [4.64-5.02]
New Zealand,2005,Both sexes,5.46 [5.28-5.63]
New Zealand,2005,Male,6.01 [5.79-6.23]
New Zealand,2005,Female,4.87 [4.68-5.07]
New Zealand,2004,Both sexes,5.56 [5.38-5.74]
New Zealand,2004,Male,6.12 [5.89-6.35]
New Zealand,2004,Female,4.97 [4.77-5.16]
New Zealand,2003,Both sexes,5.67 [5.5-5.86]
New Zealand,2003,Male,6.25 [6.02-6.48]
New Zealand,2003,Female,5.07 [4.87-5.27]
New Zealand,2002,Both sexes,5.8 [5.62-5.99]
New Zealand,2002,Male,6.39 [6.16-6.62]
New Zealand,2002,Female,5.18 [4.98-5.39]
New Zealand,2001,Both sexes,5.94 [5.76-6.13]
New Zealand,2001,Male,6.55 [6.31-6.78]
New Zealand,2001,Female,5.3 [5.1-5.51]
New Zealand,2000,Both sexes,6.09 [5.9-6.28]
New Zealand,2000,Male,6.71 [6.48-6.95]
New Zealand,2000,Female,5.43 [5.23-5.65]
New Zealand,1999,Both sexes,6.26 [6.07-6.45]
New Zealand,1999,Male,6.9 [6.66-7.14]
New Zealand,1999,Female,5.58 [5.38-5.8]
New Zealand,1998,Both sexes,6.45 [6.26-6.64]
New Zealand,1998,Male,7.11 [6.86-7.36]
New Zealand,1998,Female,5.76 [5.55-5.98]
New Zealand,1997,Both sexes,6.67 [6.47-6.87]
New Zealand,1997,Male,7.38 [7.12-7.62]
New Zealand,1997,Female,5.93 [5.71-6.15]
New Zealand,1996,Both sexes,6.91 [6.71-7.11]
New Zealand,1996,Male,7.64 [7.38-7.89]
New Zealand,1996,Female,6.15 [5.93-6.37]
New Zealand,1995,Both sexes,7.18 [6.97-7.39]
New Zealand,1995,Male,7.93 [7.67-8.19]
New Zealand,1995,Female,6.39 [6.16-6.63]
New Zealand,1994,Both sexes,7.48 [7.26-7.7]
New Zealand,1994,Male,8.29 [8.02-8.57]
New Zealand,1994,Female,6.63 [6.39-6.87]
New Zealand,1993,Both sexes,7.82 [7.59-8.05]
New Zealand,1993,Male,8.68 [8.39-8.96]
New Zealand,1993,Female,6.92 [6.67-7.17]
New Zealand,1992,Both sexes,8.22 [7.97-8.44]
New Zealand,1992,Male,9.13 [8.83-9.42]
New Zealand,1992,Female,7.25 [6.99-7.51]
New Zealand,1991,Both sexes,8.67 [8.44-8.9]
New Zealand,1991,Male,9.67 [9.37-9.97]
New Zealand,1991,Female,7.62 [7.36-7.87]
New Zealand,1990,Both sexes,9.16 [8.92-9.41]
New Zealand,1990,Male,10.23 [9.93-10.55]
New Zealand,1990,Female,8.04 [7.77-8.31]
New Zealand,1989,Both sexes,9.67 [9.41-9.93]
New Zealand,1989,Male,10.81 [10.49-11.15]
New Zealand,1989,Female,8.46 [8.18-8.75]
New Zealand,1988,Both sexes,10.15 [9.88-10.45]
New Zealand,1988,Male,11.35 [11.01-11.73]
New Zealand,1988,Female,8.89 [8.59-9.2]
New Zealand,1987,Both sexes,10.59 [10.31-10.91]
New Zealand,1987,Male,11.86 [11.49-12.26]
New Zealand,1987,Female,9.25 [8.95-9.59]
New Zealand,1986,Both sexes,10.97 [10.68-11.28]
New Zealand,1986,Male,12.28 [11.91-12.68]
New Zealand,1986,Female,9.58 [9.27-9.92]
New Zealand,1985,Both sexes,11.29 [11.01-11.6]
New Zealand,1985,Male,12.66 [12.29-13.04]
New Zealand,1985,Female,9.86 [9.55-10.19]
New Zealand,1984,Both sexes,11.58 [11.3-11.88]
New Zealand,1984,Male,13 [12.64-13.39]
New Zealand,1984,Female,10.09 [9.78-10.42]
New Zealand,1983,Both sexes,11.86 [11.56-12.15]
New Zealand,1983,Male,13.31 [12.94-13.7]
New Zealand,1983,Female,10.33 [10.01-10.66]
New Zealand,1982,Both sexes,12.13 [11.82-12.43]
New Zealand,1982,Male,13.63 [13.24-14.03]
New Zealand,1982,Female,10.56 [10.22-10.89]
New Zealand,1981,Both sexes,12.42 [12.1-12.73]
New Zealand,1981,Male,13.98 [13.57-14.38]
New Zealand,1981,Female,10.79 [10.44-11.14]
New Zealand,1980,Both sexes,12.75 [12.42-13.06]
New Zealand,1980,Male,14.37 [13.95-14.79]
New Zealand,1980,Female,11.03 [10.68-11.38]
New Zealand,1979,Both sexes,13.12 [12.79-13.43]
New Zealand,1979,Male,14.83 [14.41-15.25]
New Zealand,1979,Female,11.32 [10.97-11.67]
New Zealand,1978,Both sexes,13.54 [13.21-13.85]
New Zealand,1978,Male,15.33 [14.91-15.74]
New Zealand,1978,Female,11.65 [11.3-12]
New Zealand,1977,Both sexes,13.99 [13.67-14.31]
New Zealand,1977,Male,15.86 [15.44-16.28]
New Zealand,1977,Female,12.03 [11.67-12.38]
New Zealand,1976,Both sexes,14.46 [14.15-14.79]
New Zealand,1976,Male,16.39 [15.97-16.82]
New Zealand,1976,Female,12.43 [12.09-12.79]
New Zealand,1975,Both sexes,14.92 [14.61-15.27]
New Zealand,1975,Male,16.93 [16.52-17.39]
New Zealand,1975,Female,12.82 [12.45-13.19]
New Zealand,1974,Both sexes,15.36 [15.06-15.71]
New Zealand,1974,Male,17.43 [17.02-17.89]
New Zealand,1974,Female,13.19 [12.83-13.57]
New Zealand,1973,Both sexes,15.77 [15.46-16.12]
New Zealand,1973,Male,17.89 [17.47-18.35]
New Zealand,1973,Female,13.54 [13.19-13.92]
New Zealand,1972,Both sexes,16.16 [15.84-16.5]
New Zealand,1972,Male,18.31 [17.87-18.76]
New Zealand,1972,Female,13.91 [13.53-14.29]
New Zealand,1971,Both sexes,16.54 [16.22-16.88]
New Zealand,1971,Male,18.72 [18.27-19.16]
New Zealand,1971,Female,14.25 [13.87-14.63]
New Zealand,1970,Both sexes,16.89 [16.56-17.24]
New Zealand,1970,Male,19.13 [18.67-19.58]
New Zealand,1970,Female,14.55 [14.17-14.94]
New Zealand,1969,Both sexes,17.22 [16.9-17.57]
New Zealand,1969,Male,19.52 [19.08-19.96]
New Zealand,1969,Female,14.81 [14.44-15.21]
New Zealand,1968,Both sexes,17.55 [17.22-17.88]
New Zealand,1968,Male,19.89 [19.44-20.33]
New Zealand,1968,Female,15.09 [14.71-15.49]
New Zealand,1967,Both sexes,17.88 [17.53-18.23]
New Zealand,1967,Male,20.27 [19.8-20.74]
New Zealand,1967,Female,15.37 [14.97-15.78]
New Zealand,1966,Both sexes,18.25 [17.87-18.62]
New Zealand,1966,Male,20.7 [20.2-21.18]
New Zealand,1966,Female,15.68 [15.26-16.1]
New Zealand,1965,Both sexes,18.71 [18.29-19.12]
New Zealand,1965,Male,21.21 [20.67-21.73]
New Zealand,1965,Female,16.08 [15.64-16.53]
New Zealand,1964,Both sexes,19.31 [18.9-19.71]
New Zealand,1964,Male,21.88 [21.33-22.4]
New Zealand,1964,Female,16.61 [16.17-17.06]
New Zealand,1963,Both sexes,20.04 [19.65-20.43]
New Zealand,1963,Male,22.68 [22.15-23.18]
New Zealand,1963,Female,17.28 [16.83-17.71]
New Zealand,1962,Both sexes,20.86 [20.49-21.26]
New Zealand,1962,Male,23.58 [23.06-24.1]
New Zealand,1962,Female,18.02 [17.58-18.47]
New Zealand,1961,Both sexes,21.73 [21.33-22.16]
New Zealand,1961,Male,24.51 [23.98-25.08]
New Zealand,1961,Female,18.81 [18.35-19.3]
New Zealand,1960,Both sexes,22.54 [22.11-23.05]
New Zealand,1960,Male,25.38 [24.8-26.03]
New Zealand,1960,Female,19.55 [19.06-20.11]
New Zealand,1959,Both sexes,23.23 [22.79-23.74]
New Zealand,1959,Male,26.11 [25.52-26.75]
New Zealand,1959,Female,20.21 [19.7-20.76]
New Zealand,1958,Both sexes,23.79 [23.35-24.25]
New Zealand,1958,Male,26.7 [26.13-27.32]
New Zealand,1958,Female,20.72 [20.21-21.25]
New Zealand,1957,Both sexes,24.26 [23.81-24.71]
New Zealand,1957,Male,27.23 [26.65-27.83]
New Zealand,1957,Female,21.14 [20.61-21.67]
New Zealand,1956,Both sexes,24.73 [24.24-25.18]
New Zealand,1956,Male,27.72 [27.1-28.32]
New Zealand,1956,Female,21.57 [21.02-22.1]
New Zealand,1955,Both sexes,25.23 [24.72-25.71]
New Zealand,1955,Male,28.31 [27.66-28.95]
New Zealand,1955,Female,21.99 [21.41-22.55]
New Zealand,1954,Both sexes,25.85 [25.36-26.33]
New Zealand,1954,Male,28.98 [28.33-29.63]
New Zealand,1954,Female,22.56 [21.99-23.13]
New Zealand,1953,Both sexes,26.55 [26.07-27.06]
New Zealand,1953,Male,29.73 [29.08-30.42]
New Zealand,1953,Female,23.22 [22.64-23.82]
New Zealand,1952,Both sexes,27.26 [26.75-27.81]
New Zealand,1952,Male,30.47 [29.77-31.19]
New Zealand,1952,Female,23.9 [23.28-24.54]
New Zealand,1951,Both sexes,27.92 [27.32-28.54]
New Zealand,1951,Male,31.19 [30.38-31.98]
New Zealand,1951,Female,24.49 [23.79-25.21]
New Zealand,1950,Both sexes,28.53 [27.66-29.41]
New Zealand,1950,Male,31.82 [30.73-32.9]
New Zealand,1950,Female,25.06 [24.18-26.02]
Nicaragua,2019,Both sexes,14.31 [12.48-16.68]
Nicaragua,2019,Male,15.99 [13.93-18.66]
Nicaragua,2019,Female,12.55 [10.92-14.63]
Nicaragua,2018,Both sexes,14.85 [13.24-16.95]
Nicaragua,2018,Male,16.61 [14.79-18.99]
Nicaragua,2018,Female,13.01 [11.57-14.88]
Nicaragua,2017,Both sexes,15.41 [14.01-17.32]
Nicaragua,2017,Male,17.26 [15.66-19.41]
Nicaragua,2017,Female,13.47 [12.21-15.14]
Nicaragua,2016,Both sexes,15.99 [14.68-17.76]
Nicaragua,2016,Male,17.95 [16.45-19.95]
Nicaragua,2016,Female,13.95 [12.78-15.5]
Nicaragua,2015,Both sexes,16.62 [15.28-18.29]
Nicaragua,2015,Male,18.68 [17.15-20.57]
Nicaragua,2015,Female,14.48 [13.28-15.93]
Nicaragua,2014,Both sexes,17.3 [15.81-18.88]
Nicaragua,2014,Male,19.43 [17.75-21.23]
Nicaragua,2014,Female,15.06 [13.76-16.46]
Nicaragua,2013,Both sexes,17.99 [16.37-19.54]
Nicaragua,2013,Male,20.17 [18.34-21.94]
Nicaragua,2013,Female,15.68 [14.25-17.07]
Nicaragua,2012,Both sexes,18.72 [16.92-20.28]
Nicaragua,2012,Male,20.95 [18.92-22.73]
Nicaragua,2012,Female,16.36 [14.78-17.79]
Nicaragua,2011,Both sexes,19.46 [17.52-21.11]
Nicaragua,2011,Male,21.77 [19.57-23.66]
Nicaragua,2011,Female,17.03 [15.29-18.52]
Nicaragua,2010,Both sexes,20.24 [18.15-22.03]
Nicaragua,2010,Male,22.66 [20.3-24.68]
Nicaragua,2010,Female,17.7 [15.86-19.34]
Nicaragua,2009,Both sexes,21.08 [18.87-22.99]
Nicaragua,2009,Male,23.58 [21.06-25.79]
Nicaragua,2009,Female,18.43 [16.45-20.22]
Nicaragua,2008,Both sexes,21.95 [19.63-24.02]
Nicaragua,2008,Male,24.55 [21.92-26.9]
Nicaragua,2008,Female,19.2 [17.14-21.11]
Nicaragua,2007,Both sexes,22.88 [20.47-25.09]
Nicaragua,2007,Male,25.56 [22.83-28.08]
Nicaragua,2007,Female,20.03 [17.86-22.1]
Nicaragua,2006,Both sexes,23.85 [21.36-26.23]
Nicaragua,2006,Male,26.65 [23.85-29.35]
Nicaragua,2006,Female,20.91 [18.68-23.1]
Nicaragua,2005,Both sexes,24.91 [22.37-27.36]
Nicaragua,2005,Male,27.79 [24.96-30.58]
Nicaragua,2005,Female,21.87 [19.56-24.13]
Nicaragua,2004,Both sexes,26.03 [23.44-28.56]
Nicaragua,2004,Male,29.01 [26.13-31.91]
Nicaragua,2004,Female,22.87 [20.51-25.21]
Nicaragua,2003,Both sexes,27.2 [24.6-29.82]
Nicaragua,2003,Male,30.29 [27.39-33.26]
Nicaragua,2003,Female,23.94 [21.53-26.33]
Nicaragua,2002,Both sexes,28.48 [25.84-31.15]
Nicaragua,2002,Male,31.7 [28.73-34.75]
Nicaragua,2002,Female,25.09 [22.65-27.57]
Nicaragua,2001,Both sexes,29.84 [27.2-32.58]
Nicaragua,2001,Male,33.18 [30.21-36.3]
Nicaragua,2001,Female,26.33 [23.86-28.89]
Nicaragua,2000,Both sexes,31.31 [28.67-34.09]
Nicaragua,2000,Male,34.81 [31.82-38.03]
Nicaragua,2000,Female,27.67 [25.2-30.26]
Nicaragua,1999,Both sexes,32.92 [30.25-35.74]
Nicaragua,1999,Male,36.55 [33.52-39.76]
Nicaragua,1999,Female,29.12 [26.62-31.75]
Nicaragua,1998,Both sexes,35.83 [33.05-38.75]
Nicaragua,1998,Male,39.59 [36.49-42.95]
Nicaragua,1998,Female,31.87 [29.25-34.61]
Nicaragua,1997,Both sexes,36.48 [33.79-39.28]
Nicaragua,1997,Male,40.43 [37.38-43.66]
Nicaragua,1997,Female,32.32 [29.77-34.96]
Nicaragua,1996,Both sexes,38.38 [35.7-41.18]
Nicaragua,1996,Male,42.49 [39.46-45.68]
Nicaragua,1996,Female,34.04 [31.46-36.73]
Nicaragua,1995,Both sexes,40.35 [37.65-43.16]
Nicaragua,1995,Male,44.64 [41.56-47.88]
Nicaragua,1995,Female,35.87 [33.23-38.55]
Nicaragua,1994,Both sexes,42.4 [39.62-45.22]
Nicaragua,1994,Male,46.86 [43.67-50.11]
Nicaragua,1994,Female,37.68 [35.03-40.39]
Nicaragua,1993,Both sexes,44.46 [41.61-47.34]
Nicaragua,1993,Male,49.12 [45.83-52.39]
Nicaragua,1993,Female,39.58 [36.84-42.38]
Nicaragua,1992,Both sexes,46.55 [43.59-49.5]
Nicaragua,1992,Male,51.35 [47.96-54.79]
Nicaragua,1992,Female,41.48 [38.66-44.42]
Nicaragua,1991,Both sexes,48.63 [45.55-51.71]
Nicaragua,1991,Male,53.6 [50-57.14]
Nicaragua,1991,Female,43.38 [40.47-46.45]
Nicaragua,1990,Both sexes,50.61 [47.47-53.85]
Nicaragua,1990,Male,55.74 [52.08-59.46]
Nicaragua,1990,Female,45.24 [42.22-48.42]
Nicaragua,1989,Both sexes,52.56 [49.33-55.96]
Nicaragua,1989,Male,57.85 [54.11-61.73]
Nicaragua,1989,Female,47.01 [43.9-50.34]
Nicaragua,1988,Both sexes,54.44 [51.15-57.99]
Nicaragua,1988,Male,59.94 [56.08-64.02]
Nicaragua,1988,Female,48.68 [45.5-52.14]
Nicaragua,1987,Both sexes,56.36 [52.91-60.05]
Nicaragua,1987,Male,62.03 [58.02-66.27]
Nicaragua,1987,Female,50.43 [47.11-54.03]
Nicaragua,1986,Both sexes,58.41 [54.73-62.3]
Nicaragua,1986,Male,64.28 [60.05-68.71]
Nicaragua,1986,Female,52.28 [48.71-56.08]
Nicaragua,1985,Both sexes,60.64 [56.69-64.79]
Nicaragua,1985,Male,66.69 [62.22-71.44]
Nicaragua,1985,Female,54.31 [50.6-58.34]
Nicaragua,1984,Both sexes,63.18 [58.97-67.57]
Nicaragua,1984,Male,69.47 [64.66-74.53]
Nicaragua,1984,Female,56.58 [52.57-60.84]
Nicaragua,1983,Both sexes,66.08 [61.57-70.73]
Nicaragua,1983,Male,72.58 [67.44-78]
Nicaragua,1983,Female,59.21 [54.95-63.68]
Nicaragua,1982,Both sexes,69.33 [64.59-74.36]
Nicaragua,1982,Male,76.08 [70.69-81.87]
Nicaragua,1982,Female,62.19 [57.66-67.03]
Nicaragua,1981,Both sexes,72.95 [67.89-78.34]
Nicaragua,1981,Male,79.99 [74.18-86.16]
Nicaragua,1981,Female,65.56 [60.72-70.82]
Nicaragua,1980,Both sexes,76.94 [71.5-82.72]
Nicaragua,1980,Male,84.25 [78.02-90.91]
Nicaragua,1980,Female,69.22 [64.03-74.96]
Nicaragua,1979,Both sexes,81.23 [75.33-87.63]
Nicaragua,1979,Male,88.83 [82.13-96.09]
Nicaragua,1979,Female,73.13 [67.55-79.45]
Nicaragua,1978,Both sexes,85.73 [79.3-92.78]
Nicaragua,1978,Male,93.76 [86.46-101.7]
Nicaragua,1978,Female,77.29 [71.11-84.06]
Nicaragua,1977,Both sexes,90.33 [83.19-98.26]
Nicaragua,1977,Male,98.73 [90.65-107.6]
Nicaragua,1977,Female,81.48 [74.73-88.98]
Nicaragua,1976,Both sexes,94.87 [87-103.6]
Nicaragua,1976,Male,103.7 [94.73-113.5]
Nicaragua,1976,Female,85.71 [78.24-93.93]
Nicaragua,1975,Both sexes,99.23 [90.71-108.7]
Nicaragua,1975,Male,108.3 [98.68-119.2]
Nicaragua,1975,Female,89.68 [81.6-98.68]
Nicaragua,1974,Both sexes,103.3 [94.17-113.4]
Nicaragua,1974,Male,112.7 [102.4-124.1]
Nicaragua,1974,Female,93.4 [84.89-103]
Nicaragua,1973,Both sexes,106.9 [97.5-117.5]
Nicaragua,1973,Male,116.6 [105.8-128.6]
Nicaragua,1973,Female,96.8 [87.84-107]
Nicaragua,1972,Both sexes,110.2 [100.4-121.5]
Nicaragua,1972,Male,120.1 [108.9-132.7]
Nicaragua,1972,Female,99.95 [90.6-110.8]
Nicaragua,1971,Both sexes,113.2 [103-125.1]
Nicaragua,1971,Male,123.2 [111.8-136.7]
Nicaragua,1971,Female,102.7 [92.98-114.1]
Nicaragua,1970,Both sexes,115.8 [105.5-128.4]
Nicaragua,1970,Male,126 [114.1-140.3]
Nicaragua,1970,Female,105.2 [95.21-117.2]
Nicaragua,1969,Both sexes,118.1 [107.5-131.4]
Nicaragua,1969,Male,128.4 [116.3-143.4]
Nicaragua,1969,Female,107.4 [97.1-119.9]
Nicaragua,1968,Both sexes,120.2 [109.4-134]
Nicaragua,1968,Male,130.6 [118.2-145.9]
Nicaragua,1968,Female,109.5 [98.86-122.5]
Nicaragua,1967,Both sexes,122.2 [111-136.4]
Nicaragua,1967,Male,132.7 [120-148.4]
Nicaragua,1967,Female,111.3 [100.4-124.8]
Nicaragua,1966,Both sexes,124.1 [112.6-138.3]
Nicaragua,1966,Male,134.7 [121.5-150.6]
Nicaragua,1966,Female,113.1 [101.8-126.8]
Nicaragua,1965,Both sexes,125.8 [113.9-140.3]
Nicaragua,1965,Male,136.4 [122.9-152.5]
Nicaragua,1965,Female,114.8 [103.1-128.6]
Nicaragua,1964,Both sexes,127.6 [115.1-141.9]
Nicaragua,1964,Male,138.1 [124.1-154.3]
Nicaragua,1964,Female,116.3 [104.3-130.5]
Nicaragua,1963,Both sexes,129 [116.3-143.5]
Nicaragua,1963,Male,139.7 [125.2-156.2]
Nicaragua,1963,Female,117.7 [105.3-132.1]
Nicaragua,1962,Both sexes,130.4 [117-145.8]
Nicaragua,1962,Male,141.1 [126.2-158.4]
Nicaragua,1962,Female,119 [106.2-133.9]
Nicaragua,1961,Both sexes,131.8 [117.7-148.3]
Nicaragua,1961,Male,142.4 [126.9-161.1]
Nicaragua,1961,Female,120.4 [106.9-136.3]
Nicaragua,1960,Both sexes,133 [117.9-151.6]
Nicaragua,1960,Male,143.8 [126.9-164.5]
Nicaragua,1960,Female,121.6 [107-139.5]
Nicaragua,1959,Both sexes,134.4 [117.3-155.2]
Nicaragua,1959,Male,145.3 [126.3-168.5]
Nicaragua,1959,Female,123 [106.8-143]
Nicaragua,1958,Both sexes,135.8 [116.4-159.5]
Nicaragua,1958,Male,146.8 [125.3-173.3]
Nicaragua,1958,Female,124.3 [105.8-146.7]
Nicaragua,1957,Both sexes,137.4 [115.1-164.6]
Nicaragua,1957,Male,148.3 [124.1-178.8]
Nicaragua,1957,Female,125.8 [104.6-151.5]
Nicaragua,1956,Both sexes,138.9 [113.5-170.9]
Nicaragua,1956,Male,149.9 [122.1-185.2]
Nicaragua,1956,Female,127.3 [103.3-157]
Nicaragua,1955,Both sexes,140.5 [111.1-177.8]
Nicaragua,1955,Male,151.6 [119.7-192.5]
Nicaragua,1955,Female,128.8 [101.4-163.5]
Niger,2019,Both sexes,46.72 [34.57-62.97]
Niger,2019,Male,50.74 [37.48-68.72]
Niger,2019,Female,42.38 [31.23-57.28]
Niger,2018,Both sexes,47.89 [36.3-63.02]
Niger,2018,Male,52.03 [39.31-68.79]
Niger,2018,Female,43.51 [32.88-57.4]
Niger,2017,Both sexes,49.12 [38.14-63.15]
Niger,2017,Male,53.38 [41.38-68.78]
Niger,2017,Female,44.71 [34.55-57.43]
Niger,2016,Both sexes,50.46 [40.1-63.21]
Niger,2016,Male,54.87 [43.55-68.9]
Niger,2016,Female,45.88 [36.41-57.76]
Niger,2015,Both sexes,51.87 [42.22-63.42]
Niger,2015,Male,56.38 [45.7-69]
Niger,2015,Female,47.23 [38.4-57.88]
Niger,2014,Both sexes,53.51 [44.41-63.81]
Niger,2014,Male,58.05 [47.97-69.35]
Niger,2014,Female,48.7 [40.39-58.39]
Niger,2013,Both sexes,55.16 [46.8-64.35]
Niger,2013,Male,59.83 [50.66-69.97]
Niger,2013,Female,50.28 [42.67-59]
Niger,2012,Both sexes,57.12 [49.53-65.3]
Niger,2012,Male,61.87 [53.46-70.93]
Niger,2012,Female,52.1 [45.09-59.83]
Niger,2011,Both sexes,59.36 [52.47-66.64]
Niger,2011,Male,64.26 [56.66-72.34]
Niger,2011,Female,54.22 [47.76-61.21]
Niger,2010,Both sexes,62 [55.85-68.54]
Niger,2010,Male,66.98 [60.12-74.25]
Niger,2010,Female,56.68 [50.91-63.03]
Niger,2009,Both sexes,64.9 [59.44-70.75]
Niger,2009,Male,70.07 [63.81-76.67]
Niger,2009,Female,59.48 [54.2-65.18]
Niger,2008,Both sexes,68.03 [63-73.38]
Niger,2008,Male,73.32 [67.62-79.52]
Niger,2008,Female,62.44 [57.49-67.71]
Niger,2007,Both sexes,71.3 [66.45-76.36]
Niger,2007,Male,76.76 [71.34-82.57]
Niger,2007,Female,65.59 [60.76-70.68]
Niger,2006,Both sexes,74.85 [70.09-79.8]
Niger,2006,Male,80.43 [75.11-86.14]
Niger,2006,Female,68.95 [64.19-74.02]
Niger,2005,Both sexes,78.52 [73.87-83.5]
Niger,2005,Male,84.26 [78.98-89.95]
Niger,2005,Female,72.49 [67.65-77.54]
Niger,2004,Both sexes,82.37 [77.52-87.5]
Niger,2004,Male,88.28 [82.75-94.11]
Niger,2004,Female,76.18 [71.26-81.38]
Niger,2003,Both sexes,86.26 [81.17-91.76]
Niger,2003,Male,92.25 [86.51-98.41]
Niger,2003,Female,80.02 [74.84-85.57]
Niger,2002,Both sexes,90.11 [84.81-95.84]
Niger,2002,Male,96.18 [90.19-102.7]
Niger,2002,Female,83.76 [78.39-89.68]
Niger,2001,Both sexes,93.7 [88.23-99.64]
Niger,2001,Male,99.8 [93.69-106.4]
Niger,2001,Female,87.33 [81.85-93.4]
Niger,2000,Both sexes,96.98 [91.47-103]
Niger,2000,Male,103.1 [96.96-109.8]
Niger,2000,Female,90.53 [85.02-96.76]
Niger,1999,Both sexes,100.2 [94.53-106.2]
Niger,1999,Male,106.4 [100.1-113.2]
Niger,1999,Female,93.53 [87.9-99.84]
Niger,1998,Both sexes,103.4 [97.67-109.6]
Niger,1998,Male,109.8 [103.4-116.8]
Niger,1998,Female,96.71 [90.9-103]
Niger,1997,Both sexes,107 [101.1-113.3]
Niger,1997,Male,113.4 [106.9-120.7]
Niger,1997,Female,100.2 [94.13-106.5]
Niger,1996,Both sexes,111 [104.8-117.5]
Niger,1996,Male,117.6 [110.7-124.9]
Niger,1996,Female,104 [97.82-110.5]
Niger,1995,Both sexes,115.3 [109-122.1]
Niger,1995,Male,122.1 [115.1-129.7]
Niger,1995,Female,108.2 [101.8-115]
Niger,1994,Both sexes,119.9 [113.2-126.9]
Niger,1994,Male,126.8 [119.5-134.7]
Niger,1994,Female,112.6 [106-119.6]
Niger,1993,Both sexes,124 [117.1-131.3]
Niger,1993,Male,131.1 [123.5-139.3]
Niger,1993,Female,116.5 [109.7-123.8]
Niger,1992,Both sexes,127.6 [120.5-135.2]
Niger,1992,Male,134.6 [126.9-143.2]
Niger,1992,Female,120.1 [113-127.7]
Niger,1991,Both sexes,130.5 [123.2-138.4]
Niger,1991,Male,137.6 [129.7-146.3]
Niger,1991,Female,123 [115.7-130.8]
Niger,1990,Both sexes,132.8 [125.4-140.8]
Niger,1990,Male,139.8 [131.6-148.6]
Niger,1990,Female,125.3 [117.9-133.3]
Niger,1989,Both sexes,134.4 [126.8-142.6]
Niger,1989,Male,141.7 [133.3-150.8]
Niger,1989,Female,126.8 [119.2-135.1]
Niger,1988,Both sexes,135.5 [127.7-143.7]
Niger,1988,Male,142.9 [134.4-152.1]
Niger,1988,Female,127.8 [120-136.1]
Niger,1987,Both sexes,135.9 [128-144.4]
Niger,1987,Male,143.4 [134.7-152.8]
Niger,1987,Female,128 [120.1-136.5]
Niger,1986,Both sexes,135.6 [127.6-144.3]
Niger,1986,Male,143.2 [134.4-152.8]
Niger,1986,Female,127.6 [119.6-136.1]
Niger,1985,Both sexes,134.5 [126.5-143.3]
Niger,1985,Male,142.2 [133.4-151.9]
Niger,1985,Female,126.5 [118.4-135.1]
Niger,1984,Both sexes,133 [124.9-141.7]
Niger,1984,Male,140.7 [131.9-150.4]
Niger,1984,Female,124.9 [116.8-133.6]
Niger,1983,Both sexes,131.4 [123.4-140.1]
Niger,1983,Male,139.1 [130.2-148.8]
Niger,1983,Female,123.3 [115.2-132.2]
Niger,1982,Both sexes,130.1 [122-138.8]
Niger,1982,Male,137.7 [128.8-147.5]
Niger,1982,Female,122 [113.8-130.9]
Niger,1981,Both sexes,129.3 [121.1-138.3]
Niger,1981,Male,137.1 [127.9-147]
Niger,1981,Female,121.3 [112.9-130.3]
Niger,1980,Both sexes,129.5 [121-138.7]
Niger,1980,Male,137.1 [127.8-147.4]
Niger,1980,Female,121.5 [112.9-130.8]
Niger,1979,Both sexes,130.3 [121.5-139.9]
Niger,1979,Male,138 [128.2-148.6]
Niger,1979,Female,122.3 [113.5-131.8]
Niger,1978,Both sexes,131.8 [122.5-141.5]
Niger,1978,Male,139.4 [129.3-150.4]
