Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Saint Vincent and the Grenadines,1964,Female,118.5 [113.2-123.9]
Saint Vincent and the Grenadines,1963,Both sexes,135.3 [130.6-140.2]
Saint Vincent and the Grenadines,1963,Male,137.7 [132.6-143.1]
Saint Vincent and the Grenadines,1963,Female,132.8 [127.7-138]
Saint Vincent and the Grenadines,1962,Both sexes,149.9 [145.2-154.8]
Saint Vincent and the Grenadines,1962,Male,151.9 [146.7-157.4]
Saint Vincent and the Grenadines,1962,Female,147.8 [142.6-153]
Saint Vincent and the Grenadines,1961,Both sexes,163.4 [158.3-168.6]
Saint Vincent and the Grenadines,1961,Male,165 [159.5-170.9]
Saint Vincent and the Grenadines,1961,Female,161.6 [156-167.4]
Saint Vincent and the Grenadines,1960,Both sexes,174.5 [168.5-180.5]
Saint Vincent and the Grenadines,1960,Male,175.9 [169.4-182.5]
Saint Vincent and the Grenadines,1960,Female,173 [166.6-179.6]
Saint Vincent and the Grenadines,1959,Both sexes,182.1 [175.1-188.9]
Saint Vincent and the Grenadines,1959,Male,183.2 [175.9-190.7]
Saint Vincent and the Grenadines,1959,Female,180.8 [173.3-188.2]
Saint Vincent and the Grenadines,1958,Both sexes,185.7 [178.4-193]
Saint Vincent and the Grenadines,1958,Male,186.7 [179.2-194.7]
Saint Vincent and the Grenadines,1958,Female,184.6 [176.8-192.4]
Saint Vincent and the Grenadines,1957,Both sexes,186.7 [179.5-194.1]
Saint Vincent and the Grenadines,1957,Male,187.6 [180-195.6]
Saint Vincent and the Grenadines,1957,Female,185.8 [177.9-193.7]
Saint Vincent and the Grenadines,1956,Both sexes,186.6 [180-193.4]
Saint Vincent and the Grenadines,1956,Male,187.4 [180.4-194.9]
Saint Vincent and the Grenadines,1956,Female,185.8 [178.6-193.3]
Saint Vincent and the Grenadines,1955,Both sexes,186.1 [180.3-192.2]
Saint Vincent and the Grenadines,1955,Male,187 [180.7-193.7]
Saint Vincent and the Grenadines,1955,Female,185.2 [178.7-191.9]
Saint Vincent and the Grenadines,1954,Both sexes,185.3 [179.9-191.1]
Saint Vincent and the Grenadines,1954,Male,186.2 [180.1-192.6]
Saint Vincent and the Grenadines,1954,Female,184.5 [178.3-190.9]
Saint Vincent and the Grenadines,1953,Both sexes,184.4 [178.2-190.8]
Saint Vincent and the Grenadines,1953,Male,185.3 [178.5-192.4]
Saint Vincent and the Grenadines,1953,Female,183.6 [176.8-190.7]
Saint Vincent and the Grenadines,1952,Both sexes,183.4 [174.8-192.5]
Saint Vincent and the Grenadines,1952,Male,184.1 [174.9-193.7]
Saint Vincent and the Grenadines,1952,Female,182.6 [173.5-192.2]
Saint Vincent and the Grenadines,1951,Both sexes,182.2 [169.6-196]
Saint Vincent and the Grenadines,1951,Male,183.1 [170.1-197.2]
Saint Vincent and the Grenadines,1951,Female,181.5 [168.4-195.3]
Samoa,2019,Both sexes,15.01 [10.29-21.84]
Samoa,2019,Male,16.42 [11.24-23.89]
Samoa,2019,Female,13.54 [9.27-19.72]
Samoa,2018,Both sexes,15.48 [10.96-21.7]
Samoa,2018,Male,16.9 [11.99-23.78]
Samoa,2018,Female,13.97 [9.89-19.63]
Samoa,2017,Both sexes,15.96 [11.7-21.61]
Samoa,2017,Male,17.44 [12.75-23.65]
Samoa,2017,Female,14.38 [10.52-19.51]
Samoa,2016,Both sexes,16.42 [12.45-21.51]
Samoa,2016,Male,17.96 [13.55-23.53]
Samoa,2016,Female,14.81 [11.18-19.45]
Samoa,2015,Both sexes,16.87 [13.12-21.44]
Samoa,2015,Male,18.46 [14.32-23.41]
Samoa,2015,Female,15.21 [11.8-19.35]
Samoa,2014,Both sexes,17.31 [13.72-21.4]
Samoa,2014,Male,18.93 [14.96-23.46]
Samoa,2014,Female,15.6 [12.34-19.34]
Samoa,2013,Both sexes,17.69 [14.25-21.43]
Samoa,2013,Male,19.32 [15.56-23.53]
Samoa,2013,Female,15.94 [12.82-19.39]
Samoa,2012,Both sexes,17.99 [14.74-21.45]
Samoa,2012,Male,19.65 [16.08-23.47]
Samoa,2012,Female,16.22 [13.27-19.42]
Samoa,2011,Both sexes,18.24 [15.15-21.4]
Samoa,2011,Male,19.91 [16.52-23.44]
Samoa,2011,Female,16.45 [13.64-19.37]
Samoa,2010,Both sexes,18.42 [15.48-21.4]
Samoa,2010,Male,20.09 [16.88-23.39]
Samoa,2010,Female,16.61 [13.95-19.38]
Samoa,2009,Both sexes,23.98 [20.38-27.67]
Samoa,2009,Male,25.69 [21.75-29.7]
Samoa,2009,Female,22.19 [18.78-25.69]
Samoa,2008,Both sexes,18.55 [15.91-21.3]
Samoa,2008,Male,20.27 [17.32-23.34]
Samoa,2008,Female,16.76 [14.3-19.32]
Samoa,2007,Both sexes,18.57 [15.99-21.25]
Samoa,2007,Male,20.27 [17.43-23.29]
Samoa,2007,Female,16.77 [14.38-19.25]
Samoa,2006,Both sexes,18.6 [16.04-21.26]
Samoa,2006,Male,20.28 [17.49-23.29]
Samoa,2006,Female,16.8 [14.44-19.25]
Samoa,2005,Both sexes,18.67 [16.12-21.34]
Samoa,2005,Male,20.38 [17.56-23.38]
Samoa,2005,Female,16.85 [14.52-19.3]
Samoa,2004,Both sexes,18.82 [16.27-21.51]
Samoa,2004,Male,20.55 [17.74-23.58]
Samoa,2004,Female,16.99 [14.62-19.46]
Samoa,2003,Both sexes,19.09 [16.5-21.81]
Samoa,2003,Male,20.85 [18.02-23.84]
Samoa,2003,Female,17.24 [14.84-19.76]
Samoa,2002,Both sexes,19.5 [16.87-22.25]
Samoa,2002,Male,21.29 [18.42-24.34]
Samoa,2002,Female,17.59 [15.15-20.18]
Samoa,2001,Both sexes,20.05 [17.38-22.79]
Samoa,2001,Male,21.9 [18.95-24.92]
Samoa,2001,Female,18.12 [15.64-20.69]
Samoa,2000,Both sexes,20.72 [18.03-23.45]
Samoa,2000,Male,22.62 [19.61-25.67]
Samoa,2000,Female,18.73 [16.23-21.31]
Samoa,1999,Both sexes,21.48 [18.75-24.27]
Samoa,1999,Male,23.42 [20.39-26.58]
Samoa,1999,Female,19.42 [16.89-22.05]
Samoa,1998,Both sexes,22.29 [19.5-25.19]
Samoa,1998,Male,24.3 [21.19-27.56]
Samoa,1998,Female,20.16 [17.53-22.87]
Samoa,1997,Both sexes,23.14 [20.27-26.13]
Samoa,1997,Male,25.23 [22.01-28.59]
Samoa,1997,Female,20.92 [18.28-23.74]
Samoa,1996,Both sexes,24 [21.05-27.12]
Samoa,1996,Male,26.19 [22.9-29.66]
Samoa,1996,Female,21.7 [19-24.67]
Samoa,1995,Both sexes,24.91 [21.87-28.19]
Samoa,1995,Male,27.17 [23.77-30.77]
Samoa,1995,Female,22.53 [19.75-25.67]
Samoa,1994,Both sexes,25.86 [22.74-29.31]
Samoa,1994,Male,28.19 [24.71-31.99]
Samoa,1994,Female,23.4 [20.52-26.63]
Samoa,1993,Both sexes,26.83 [23.63-30.48]
Samoa,1993,Male,29.25 [25.64-33.28]
Samoa,1993,Female,24.29 [21.3-27.71]
Samoa,1992,Both sexes,27.82 [24.5-31.64]
Samoa,1992,Male,30.3 [26.59-34.59]
Samoa,1992,Female,25.19 [22.08-28.78]
Samoa,1991,Both sexes,28.8 [25.31-32.82]
Samoa,1991,Male,31.39 [27.47-35.85]
Samoa,1991,Female,26.1 [22.82-29.88]
Samoa,1990,Both sexes,29.77 [26.14-34.08]
Samoa,1990,Male,32.45 [28.32-37.27]
Samoa,1990,Female,27.01 [23.59-31]
Samoa,1989,Both sexes,30.81 [26.92-35.44]
Samoa,1989,Male,33.56 [29.19-38.74]
Samoa,1989,Female,27.93 [24.33-32.23]
Samoa,1988,Both sexes,31.93 [27.84-36.87]
Samoa,1988,Male,34.71 [30.09-40.26]
Samoa,1988,Female,28.97 [25.16-33.57]
Samoa,1987,Both sexes,33.15 [28.71-38.5]
Samoa,1987,Male,36.01 [31.03-42.01]
Samoa,1987,Female,30.09 [26-35.07]
Samoa,1986,Both sexes,34.52 [29.75-40.4]
Samoa,1986,Male,37.5 [32.13-44.03]
Samoa,1986,Female,31.37 [26.89-36.79]
Samoa,1985,Both sexes,36.01 [30.74-42.38]
Samoa,1985,Male,39.04 [33.13-46.25]
Samoa,1985,Female,32.85 [27.89-38.87]
Samoa,1984,Both sexes,37.62 [31.71-44.69]
Samoa,1984,Male,40.76 [34.26-48.67]
Samoa,1984,Female,34.36 [28.88-40.93]
Samoa,1983,Both sexes,39.37 [32.83-47.18]
Samoa,1983,Male,42.59 [35.37-51.12]
Samoa,1983,Female,36.01 [29.95-43.3]
Samoa,1982,Both sexes,41.17 [34-49.85]
Samoa,1982,Male,44.48 [36.58-53.86]
Samoa,1982,Female,37.7 [31.01-45.76]
Samoa,1981,Both sexes,43.11 [35.12-52.55]
Samoa,1981,Male,46.48 [37.74-56.66]
Samoa,1981,Female,39.55 [32.22-48.33]
Samoa,1980,Both sexes,45.05 [36.39-55.42]
Samoa,1980,Male,48.57 [39.05-59.73]
Samoa,1980,Female,41.34 [33.39-51.03]
Samoa,1979,Both sexes,47.14 [37.73-58.4]
Samoa,1979,Male,50.66 [40.42-62.94]
Samoa,1979,Female,43.37 [34.7-53.85]
Samoa,1978,Both sexes,49.27 [39.22-61.43]
Samoa,1978,Male,52.89 [41.93-66.14]
Samoa,1978,Female,45.43 [36.08-56.7]
Samoa,1977,Both sexes,51.55 [40.82-64.51]
Samoa,1977,Male,55.3 [43.63-69.32]
Samoa,1977,Female,47.56 [37.67-59.66]
Samoa,1976,Both sexes,53.97 [42.64-67.78]
Samoa,1976,Male,57.83 [45.47-72.82]
Samoa,1976,Female,49.92 [39.33-62.81]
Samoa,1975,Both sexes,56.51 [44.52-70.99]
Samoa,1975,Male,60.49 [47.49-76.07]
Samoa,1975,Female,52.36 [41.2-66.03]
Samoa,1974,Both sexes,59.16 [46.65-74.31]
Samoa,1974,Male,63.32 [49.7-79.36]
Samoa,1974,Female,54.92 [43.2-69.33]
Samoa,1973,Both sexes,62.05 [49.01-77.6]
Samoa,1973,Male,66.24 [52.13-83.06]
Samoa,1973,Female,57.54 [45.5-72.43]
Samoa,1972,Both sexes,65.08 [51.6-81.16]
Samoa,1972,Male,69.39 [54.78-86.65]
Samoa,1972,Female,60.64 [47.87-75.85]
Samoa,1971,Both sexes,68.43 [54.53-85.02]
Samoa,1971,Male,72.85 [58.04-90.5]
Samoa,1971,Female,63.84 [50.77-79.62]
Samoa,1970,Both sexes,72.05 [57.9-88.92]
Samoa,1970,Male,76.45 [61.51-94.52]
Samoa,1970,Female,67.4 [53.96-83.45]
Samoa,1969,Both sexes,75.81 [61.54-92.84]
Samoa,1969,Male,80.3 [65.1-98.71]
Samoa,1969,Female,71.1 [57.39-87.32]
Samoa,1968,Both sexes,79.61 [65.22-96.93]
Samoa,1968,Male,84.22 [68.77-103]
Samoa,1968,Female,74.8 [60.94-91.09]
Samoa,1967,Both sexes,83.3 [68.77-100.8]
Samoa,1967,Male,87.97 [72.54-106.6]
Samoa,1967,Female,78.37 [64.33-94.84]
Samoa,1966,Both sexes,86.78 [72.01-104.4]
Samoa,1966,Male,91.46 [75.91-110.3]
Samoa,1966,Female,81.83 [67.55-98.57]
Samoa,1965,Both sexes,89.99 [75.18-107.6]
Samoa,1965,Male,94.76 [79.14-113.5]
Samoa,1965,Female,84.97 [70.58-101.8]
Samoa,1964,Both sexes,93.16 [78.37-110.4]
Samoa,1964,Male,98.02 [82.29-116.8]
Samoa,1964,Female,88.09 [73.63-104.8]
Samoa,1963,Both sexes,96.53 [81.71-113.5]
Samoa,1963,Male,101.4 [85.76-119.9]
Samoa,1963,Female,91.33 [76.84-107.7]
Samoa,1962,Both sexes,100.1 [85.47-116.7]
Samoa,1962,Male,105.1 [89.38-123.1]
Samoa,1962,Female,94.7 [80.49-110.7]
Samoa,1961,Both sexes,103.9 [89.58-120.1]
Samoa,1961,Male,109 [93.57-126.7]
Samoa,1961,Female,98.48 [84.3-114]
Samoa,1960,Both sexes,108 [93.82-123.8]
Samoa,1960,Male,113.3 [97.9-130.4]
Samoa,1960,Female,102.5 [88.59-117.7]
Samoa,1959,Both sexes,112.4 [98.23-127.7]
Samoa,1959,Male,117.8 [102.7-134.5]
Samoa,1959,Female,106.8 [92.95-121.7]
Samoa,1958,Both sexes,117.1 [103.3-132.2]
Samoa,1958,Male,122.6 [107.6-138.8]
Samoa,1958,Female,111.4 [97.54-126.1]
Samoa,1957,Both sexes,122 [107.9-136.8]
Samoa,1957,Male,127.4 [112.5-143.5]
Samoa,1957,Female,116.1 [102.3-130.8]
Samoa,1956,Both sexes,127 [112.9-142]
Samoa,1956,Male,132.6 [117.4-148.8]
Samoa,1956,Female,121 [107-135.8]
Samoa,1955,Both sexes,132.1 [117.7-146.9]
Samoa,1955,Male,137.8 [122.5-154.2]
Samoa,1955,Female,126 [111.7-140.8]
Samoa,1954,Both sexes,137.1 [122.7-152.2]
Samoa,1954,Male,142.9 [127.4-159.6]
Samoa,1954,Female,131 [116.6-146.3]
Samoa,1953,Both sexes,142.1 [127.6-157.5]
Samoa,1953,Male,148 [132.2-164.8]
Samoa,1953,Female,135.8 [121.3-151.5]
Samoa,1952,Both sexes,146.7 [132.1-162.9]
Samoa,1952,Male,152.8 [137-170.2]
Samoa,1952,Female,140.4 [125.8-156.7]
Samoa,1951,Both sexes,151.2 [136.3-167.8]
Samoa,1951,Male,157.5 [141.2-175.1]
Samoa,1951,Female,144.8 [129.8-161.5]
Samoa,1950,Both sexes,155.6 [140.3-172.5]
Samoa,1950,Male,161.8 [145.4-180]
Samoa,1950,Female,149.1 [133.7-166.5]
San Marino,2019,Both sexes,1.68 [0.87-3.26]
San Marino,2019,Male,1.83 [0.95-3.55]
San Marino,2019,Female,1.53 [0.79-2.96]
San Marino,2018,Both sexes,1.75 [0.93-3.32]
San Marino,2018,Male,1.89 [1.01-3.62]
San Marino,2018,Female,1.59 [0.85-3.02]
San Marino,2017,Both sexes,1.82 [0.99-3.37]
San Marino,2017,Male,1.97 [1.08-3.69]
San Marino,2017,Female,1.65 [0.9-3.07]
San Marino,2016,Both sexes,1.9 [1.07-3.44]
San Marino,2016,Male,2.06 [1.15-3.76]
San Marino,2016,Female,1.72 [0.97-3.13]
San Marino,2015,Both sexes,1.99 [1.14-3.53]
San Marino,2015,Male,2.16 [1.24-3.84]
San Marino,2015,Female,1.81 [1.03-3.2]
San Marino,2014,Both sexes,2.09 [1.23-3.61]
San Marino,2014,Male,2.27 [1.33-3.93]
San Marino,2014,Female,1.9 [1.11-3.28]
San Marino,2013,Both sexes,2.21 [1.32-3.71]
San Marino,2013,Male,2.4 [1.44-4.03]
San Marino,2013,Female,2.01 [1.2-3.37]
San Marino,2012,Both sexes,2.35 [1.45-3.83]
San Marino,2012,Male,2.56 [1.57-4.18]
San Marino,2012,Female,2.13 [1.31-3.48]
San Marino,2011,Both sexes,2.51 [1.6-3.99]
San Marino,2011,Male,2.74 [1.74-4.36]
San Marino,2011,Female,2.29 [1.44-3.63]
San Marino,2010,Both sexes,2.72 [1.77-4.18]
San Marino,2010,Male,2.95 [1.93-4.55]
San Marino,2010,Female,2.47 [1.61-3.81]
San Marino,2009,Both sexes,2.95 [1.97-4.42]
San Marino,2009,Male,3.19 [2.13-4.8]
San Marino,2009,Female,2.68 [1.77-4.02]
San Marino,2008,Both sexes,3.19 [2.17-4.69]
San Marino,2008,Male,3.46 [2.36-5.1]
San Marino,2008,Female,2.89 [1.95-4.26]
San Marino,2007,Both sexes,3.45 [2.37-4.97]
San Marino,2007,Male,3.75 [2.58-5.42]
San Marino,2007,Female,3.14 [2.15-4.54]
San Marino,2006,Both sexes,3.73 [2.6-5.34]
San Marino,2006,Male,4.06 [2.83-5.8]
San Marino,2006,Female,3.39 [2.35-4.84]
San Marino,2005,Both sexes,4.03 [2.85-5.71]
San Marino,2005,Male,4.39 [3.09-6.21]
San Marino,2005,Female,3.67 [2.58-5.2]
San Marino,2004,Both sexes,4.37 [3.11-6.13]
San Marino,2004,Male,4.75 [3.39-6.68]
San Marino,2004,Female,3.97 [2.81-5.57]
San Marino,2003,Both sexes,4.73 [3.42-6.59]
San Marino,2003,Male,5.15 [3.71-7.16]
San Marino,2003,Female,4.3 [3.09-5.98]
San Marino,2002,Both sexes,5.13 [3.75-7.06]
San Marino,2002,Male,5.58 [4.06-7.72]
San Marino,2002,Female,4.66 [3.39-6.41]
San Marino,2001,Both sexes,5.56 [4.09-7.6]
San Marino,2001,Male,6.06 [4.44-8.28]
San Marino,2001,Female,5.05 [3.7-6.91]
San Marino,2000,Both sexes,6.03 [4.48-8.17]
San Marino,2000,Male,6.57 [4.85-8.89]
San Marino,2000,Female,5.47 [4.04-7.45]
San Marino,1999,Both sexes,6.56 [4.89-8.78]
San Marino,1999,Male,7.16 [5.33-9.59]
San Marino,1999,Female,5.9 [4.4-7.95]
San Marino,1998,Both sexes,7.11 [5.36-9.45]
San Marino,1998,Male,7.78 [5.86-10.33]
San Marino,1998,Female,6.41 [4.82-8.56]
San Marino,1997,Both sexes,7.73 [5.87-10.19]
San Marino,1997,Male,8.48 [6.43-11.18]
San Marino,1997,Female,6.93 [5.25-9.17]
San Marino,1996,Both sexes,8.4 [6.42-10.95]
San Marino,1996,Male,9.25 [7.05-12.11]
San Marino,1996,Female,7.52 [5.72-9.86]
San Marino,1995,Both sexes,9.13 [7.03-11.84]
San Marino,1995,Male,10.06 [7.72-13.04]
San Marino,1995,Female,8.16 [6.25-10.61]
San Marino,1994,Both sexes,9.93 [7.69-12.78]
San Marino,1994,Male,10.96 [8.48-14.16]
San Marino,1994,Female,8.86 [6.82-11.45]
San Marino,1993,Both sexes,10.8 [8.39-13.84]
San Marino,1993,Male,11.93 [9.27-15.33]
San Marino,1993,Female,9.6 [7.44-12.37]
San Marino,1992,Both sexes,11.74 [9.12-15.06]
San Marino,1992,Male,12.97 [10.08-16.65]
San Marino,1992,Female,10.44 [8.08-13.44]
San Marino,1991,Both sexes,12.74 [9.86-16.38]
San Marino,1991,Male,14.09 [10.88-18.19]
San Marino,1991,Female,11.32 [8.73-14.6]
San Marino,1990,Both sexes,13.83 [10.58-17.95]
San Marino,1990,Male,15.3 [11.69-19.96]
San Marino,1990,Female,12.26 [9.36-15.98]
San Marino,1989,Both sexes,14.99 [11.29-19.92]
San Marino,1989,Male,16.63 [12.46-22.14]
San Marino,1989,Female,13.26 [9.99-17.68]
San Marino,1988,Both sexes,16.28 [11.9-22.14]
San Marino,1988,Male,18.08 [13.19-24.62]
San Marino,1988,Female,14.38 [10.52-19.64]
San Marino,1987,Both sexes,17.65 [12.52-24.8]
San Marino,1987,Male,19.61 [13.87-27.55]
San Marino,1987,Female,15.6 [11-21.94]
San Marino,1986,Both sexes,19.13 [13.01-28]
San Marino,1986,Male,21.24 [14.43-31.15]
San Marino,1986,Female,16.91 [11.43-24.81]
San Marino,1985,Both sexes,20.73 [13.49-31.77]
San Marino,1985,Male,23 [14.92-35.24]
San Marino,1985,Female,18.33 [11.83-28.18]
Sao Tome and Principe,2019,Both sexes,29.83 [18.37-48.64]
Sao Tome and Principe,2019,Male,32.88 [20.19-53.79]
Sao Tome and Principe,2019,Female,26.52 [16.39-43.36]
Sao Tome and Principe,2018,Both sexes,30.89 [19.61-48.86]
Sao Tome and Principe,2018,Male,34.06 [21.54-53.85]
Sao Tome and Principe,2018,Female,27.55 [17.52-43.76]
Sao Tome and Principe,2017,Both sexes,32.03 [20.91-49.2]
Sao Tome and Principe,2017,Male,35.29 [22.98-54.33]
Sao Tome and Principe,2017,Female,28.61 [18.75-44.01]
Sao Tome and Principe,2016,Both sexes,33.27 [22.35-49.78]
Sao Tome and Principe,2016,Male,36.56 [24.58-54.65]
Sao Tome and Principe,2016,Female,29.85 [20.05-44.6]
Sao Tome and Principe,2015,Both sexes,34.69 [23.98-50.24]
Sao Tome and Principe,2015,Male,38.06 [26.24-55.29]
Sao Tome and Principe,2015,Female,31.08 [21.47-45.1]
Sao Tome and Principe,2014,Both sexes,36.3 [25.83-51.03]
Sao Tome and Principe,2014,Male,39.77 [28.23-55.98]
Sao Tome and Principe,2014,Female,32.6 [23.09-45.79]
Sao Tome and Principe,2013,Both sexes,38.09 [27.73-51.86]
Sao Tome and Principe,2013,Male,41.76 [30.41-57.04]
Sao Tome and Principe,2013,Female,34.28 [24.85-46.71]
Sao Tome and Principe,2012,Both sexes,40.12 [30.08-53.05]
Sao Tome and Principe,2012,Male,43.89 [32.74-58.21]
Sao Tome and Principe,2012,Female,36.13 [27.04-48.07]
Sao Tome and Principe,2011,Both sexes,42.44 [32.67-54.59]
Sao Tome and Principe,2011,Male,46.26 [35.57-59.66]
Sao Tome and Principe,2011,Female,38.37 [29.5-49.48]
Sao Tome and Principe,2010,Both sexes,45.02 [35.53-56.41]
Sao Tome and Principe,2010,Male,48.98 [38.61-61.47]
Sao Tome and Principe,2010,Female,40.82 [32.28-51.36]
Sao Tome and Principe,2009,Both sexes,47.86 [38.66-58.85]
Sao Tome and Principe,2009,Male,51.98 [41.87-63.91]
Sao Tome and Principe,2009,Female,43.53 [35.1-53.68]
Sao Tome and Principe,2008,Both sexes,50.85 [41.88-61.58]
Sao Tome and Principe,2008,Male,55.03 [45.27-66.66]
Sao Tome and Principe,2008,Female,46.45 [38.15-56.45]
Sao Tome and Principe,2007,Both sexes,54.14 [45.15-64.69]
Sao Tome and Principe,2007,Male,58.48 [48.65-69.85]
Sao Tome and Principe,2007,Female,49.58 [41.15-59.53]
Sao Tome and Principe,2006,Both sexes,57.69 [48.66-68.11]
Sao Tome and Principe,2006,Male,62.09 [52.23-73.43]
Sao Tome and Principe,2006,Female,53.02 [44.56-62.89]
Sao Tome and Principe,2005,Both sexes,61.55 [52.21-72.1]
Sao Tome and Principe,2005,Male,66.09 [56.07-77.57]
Sao Tome and Principe,2005,Female,56.72 [48.08-66.65]
Sao Tome and Principe,2004,Both sexes,65.65 [56.14-76.33]
Sao Tome and Principe,2004,Male,70.35 [60.13-82.04]
Sao Tome and Principe,2004,Female,60.71 [51.81-70.85]
Sao Tome and Principe,2003,Both sexes,70.01 [60.12-81.07]
Sao Tome and Principe,2003,Male,74.78 [64.17-86.8]
Sao Tome and Principe,2003,Female,64.98 [55.68-75.49]
Sao Tome and Principe,2002,Both sexes,74.65 [64.43-86.08]
Sao Tome and Principe,2002,Male,79.53 [68.64-91.91]
Sao Tome and Principe,2002,Female,69.37 [59.75-80.38]
Sao Tome and Principe,2001,Both sexes,79.33 [68.69-91.22]
Sao Tome and Principe,2001,Male,84.36 [73-97.24]
Sao Tome and Principe,2001,Female,73.96 [63.96-85.53]
Sao Tome and Principe,2000,Both sexes,84.01 [73.1-96.55]
Sao Tome and Principe,2000,Male,89.16 [77.56-102.6]
Sao Tome and Principe,2000,Female,78.64 [68.05-90.67]
Sao Tome and Principe,1999,Both sexes,88.67 [77.38-101.4]
Sao Tome and Principe,1999,Male,93.92 [81.84-107.9]
Sao Tome and Principe,1999,Female,83.14 [72.22-95.59]
Sao Tome and Principe,1998,Both sexes,93.08 [81.48-106.2]
Sao Tome and Principe,1998,Male,98.4 [86.01-112.6]
Sao Tome and Principe,1998,Female,87.46 [76.21-100.4]
Sao Tome and Principe,1997,Both sexes,97.18 [85.19-110.5]
Sao Tome and Principe,1997,Male,102.6 [89.91-117.1]
Sao Tome and Principe,1997,Female,91.41 [79.83-104.7]
Sao Tome and Principe,1996,Both sexes,100.9 [88.64-114.3]
Sao Tome and Principe,1996,Male,106.4 [93.25-120.9]
Sao Tome and Principe,1996,Female,94.9 [82.96-108.2]
Sao Tome and Principe,1995,Both sexes,103.9 [91.37-117.4]
Sao Tome and Principe,1995,Male,109.6 [96.02-124.3]
Sao Tome and Principe,1995,Female,97.76 [85.62-111.2]
Sao Tome and Principe,1994,Both sexes,106.2 [93.45-119.9]
Sao Tome and Principe,1994,Male,111.9 [98.22-126.8]
Sao Tome and Principe,1994,Female,99.91 [87.54-113.5]
Sao Tome and Principe,1993,Both sexes,107.6 [94.7-121.6]
Sao Tome and Principe,1993,Male,113.5 [99.67-128.5]
Sao Tome and Principe,1993,Female,101.3 [88.92-114.8]
Sao Tome and Principe,1992,Both sexes,108.2 [95.54-122.5]
Sao Tome and Principe,1992,Male,114.2 [100.5-129.6]
Sao Tome and Principe,1992,Female,101.8 [89.56-115.7]
Sao Tome and Principe,1991,Both sexes,108.2 [95.67-122.4]
Sao Tome and Principe,1991,Male,114.2 [100.6-129.7]
Sao Tome and Principe,1991,Female,101.8 [89.56-115.6]
Sao Tome and Principe,1990,Both sexes,107.6 [95.1-121.9]
Sao Tome and Principe,1990,Male,113.6 [100.1-129.2]
Sao Tome and Principe,1990,Female,101.2 [89.06-115]
Sao Tome and Principe,1989,Both sexes,106.6 [94.15-121]
Sao Tome and Principe,1989,Male,112.6 [99.01-128]
Sao Tome and Principe,1989,Female,100.2 [88.17-114.2]
Sao Tome and Principe,1988,Both sexes,105.3 [92.72-119.5]
Sao Tome and Principe,1988,Male,111.2 [97.65-126.7]
Sao Tome and Principe,1988,Female,98.97 [86.9-112.9]
Sao Tome and Principe,1987,Both sexes,103.6 [91.05-118]
Sao Tome and Principe,1987,Male,109.6 [95.86-125.1]
Sao Tome and Principe,1987,Female,97.32 [85.34-111.3]
Sao Tome and Principe,1986,Both sexes,101.7 [89.15-116]
Sao Tome and Principe,1986,Male,107.7 [93.94-123.2]
Sao Tome and Principe,1986,Female,95.53 [83.49-109.4]
Sao Tome and Principe,1985,Both sexes,99.67 [87.09-114]
Sao Tome and Principe,1985,Male,105.6 [91.87-121.3]
Sao Tome and Principe,1985,Female,93.6 [81.5-107.3]
Sao Tome and Principe,1984,Both sexes,97.46 [84.95-112]
Sao Tome and Principe,1984,Male,103.2 [89.68-119.1]
Sao Tome and Principe,1984,Female,91.42 [79.34-105.4]
Sao Tome and Principe,1983,Both sexes,95.32 [82.6-110.2]
Sao Tome and Principe,1983,Male,101 [87.25-117.1]
Sao Tome and Principe,1983,Female,89.34 [77.21-103.5]
Sao Tome and Principe,1982,Both sexes,93.41 [80.51-108.7]
Sao Tome and Principe,1982,Male,99.07 [85.23-115.5]
Sao Tome and Principe,1982,Female,87.52 [75.21-102.1]
Sao Tome and Principe,1981,Both sexes,91.93 [78.79-107.5]
Sao Tome and Principe,1981,Male,97.59 [83.35-114.1]
Sao Tome and Principe,1981,Female,86.07 [73.52-100.9]
Sao Tome and Principe,1980,Both sexes,90.84 [77.31-106.9]
Sao Tome and Principe,1980,Male,96.39 [81.78-113.6]
Sao Tome and Principe,1980,Female,84.98 [71.99-100.4]
Sao Tome and Principe,1979,Both sexes,90.09 [76.08-106.8]
Sao Tome and Principe,1979,Male,95.57 [80.61-113.5]
Sao Tome and Principe,1979,Female,84.26 [70.85-100.3]
Sao Tome and Principe,1978,Both sexes,89.68 [75.13-107.2]
Sao Tome and Principe,1978,Male,95.05 [79.65-114]
Sao Tome and Principe,1978,Female,83.92 [70.09-100.7]
